,weight2011,weight2021,height2011,height2021
14009,71.0,72,178.0,176
14010,86.0,79,188.0,183
14011,80.0,70,195.0,175
14012,79.0,80,177.0,187
14013,77.0,68,189.0,180
14014,74.0,72,183.0,179
14015,84.0,63,189.0,176
14016,77.0,86,183.0,192
14017,84.0,69,194.0,173
14018,77.0,86,187.0,188
14019,77.0,64,183.0,173
14020,77.0,67,182.0,183
14021,81.0,73,184.0,183
14022,85.0,62,194.0,169
14023,92.0,70,188.0,171
14024,64.0,86,168.0,188
14025,69.0,78,182.0,180
14026,72.0,74,175.0,181
14027,87.0,69,189.0,178
14028,72.0,78,180.0,177
14029,78.0,78,191.0,175
14030,79.0,83,181.0,190
14031,69.0,76,180.0,186
14032,74.0,70,181.0,182
14033,84.0,65,187.0,173
14034,73.0,81,183.0,181
14035,82.0,88,190.0,193
14036,82.0,80,187.0,189
14037,85.0,69,182.0,178
14038,70.0,77,192.0,176
14039,70.0,81,171.0,188
14040,71.0,68,181.0,180
14041,70.0,81,175.0,179
14042,76.0,68,185.0,178
14043,76.0,82,185.0,187
14044,81.0,79,187.0,175
14045,69.0,74,175.0,175
14046,84.0,66,191.0,181
14047,83.0,72,185.0,183
14048,75.0,84,185.0,190
14049,86.0,71,183.0,180
14050,78.0,74,184.0,178
14051,75.0,63,181.0,174
14052,77.0,82,175.0,187
14053,78.0,75,188.0,175
14054,72.0,71,180.0,171
14055,91.0,71,194.0,185
14056,72.0,69,192.0,175
14057,75.0,71,180.0,183
14058,66.0,81,175.0,176
14059,85.0,74,187.0,184
14060,80.0,91,188.0,187
14061,83.0,65,187.0,173
14062,73.0,68,175.0,171
14063,64.0,78,173.0,188
14064,80.0,60,186.0,170
14065,83.0,79,185.0,182
14066,79.0,72,179.0,178
14067,77.0,84,180.0,184
14068,73.0,72,180.0,177
14069,74.0,70,183.0,180
14070,69.0,85,178.0,190
14071,87.0,74,192.0,180
14072,77.0,73,178.0,177
14073,83.0,66,193.0,170
14074,69.0,87,178.0,188
14075,81.0,72,184.0,175
14076,77.0,86,185.0,187
14077,85.0,73,184.0,178
14078,80.0,72,185.0,180
14079,81.0,72,178.0,181
14080,80.0,72,191.0,173
14081,77.0,68,184.0,175
14082,83.0,78,191.0,183
14083,75.0,77,180.0,182
14084,73.0,82,184.0,185
14085,70.0,80,185.0,191
14086,82.0,84,188.0,188
14087,71.0,73,177.0,185
14088,64.0,80,174.0,189
14089,60.0,75,172.0,179
14090,83.0,72,188.0,181
14091,73.0,68,183.0,175
14092,71.0,64,173.0,178
14093,67.0,87,172.0,188
14094,68.0,70,166.0,185
14095,70.0,76,179.0,182
14096,68.0,70,174.0,177
14097,69.0,60,179.0,174
14098,69.0,76,175.0,191
14099,75.0,90,183.0,195
14100,74.0,82,181.0,180
14101,69.0,83,177.0,192
14102,77.0,68,180.0,171
14103,88.0,82,200.0,180
14104,72.0,76,183.0,180
14105,77.0,78,183.0,184
14106,74.0,82,174.0,187
14107,77.0,69,184.0,170
14108,80.0,82,182.0,178
14109,75.0,76,180.0,183
14110,81.0,76,180.0,184
14111,80.0,67,185.0,169
14112,71.0,84,178.0,187
14113,75.0,69,175.0,172
14114,71.0,67,175.0,176
14115,72.0,73,188.0,178
14116,88.0,76,186.0,175
14117,71.0,83,182.0,193
14118,89.0,77,196.0,187
14119,75.0,68,180.0,178
14120,78.0,76,188.0,177
14121,72.0,79,180.0,191
14122,79.0,80,186.0,179
14123,74.0,79,189.0,185
14124,76.0,66,178.0,180
14125,76.0,75,191.0,190
14126,75.0,66,184.0,181
14127,78.0,66,185.0,176
14128,75.0,69,182.0,175
14129,71.0,73,172.0,173
14130,86.0,72,199.0,185
14131,80.0,81,186.0,175
14132,74.0,74,183.0,175
14133,84.0,90,188.0,193
14134,80.0,78,188.0,183
14135,74.0,74,180.0,177
14136,83.0,81,190.0,188
14137,82.0,68,195.0,178
14138,86.0,78,178.0,182
14139,95.0,64,185.0,168
14140,80.0,71,183.0,180
14141,78.0,82,185.0,183
14142,86.0,78,191.0,189
14143,80.0,63,187.0,170
14144,70.0,76,174.0,180
14145,72.0,78,179.0,185
14146,76.0,70,179.0,183
14147,70.0,85,172.0,190
14148,86.0,76,190.0,191
14149,73.0,72,185.0,178
14150,81.0,74,183.0,181
14151,64.0,76,178.0,181
14152,90.0,75,185.0,182
14153,78.0,64,190.0,170
14154,74.0,78,180.0,183
14155,78.0,63,182.0,174
14156,75.0,87,184.0,183
14157,78.0,83,186.0,193
14158,66.0,67,167.0,171
14159,83.0,71,170.0,183
14160,101.0,71,197.0,181
14161,88.0,76,193.0,179
14162,71.0,67,185.0,184
14163,62.0,70,169.0,185
14164,74.0,78,181.0,175
14165,77.0,66,188.0,174
14166,84.0,76,187.0,182
14167,79.0,73,180.0,174
14168,78.0,80,185.0,185
14169,78.0,75,178.0,184
14170,87.0,78,191.0,180
14171,83.0,82,191.0,188
14172,66.0,81,172.0,185
14173,73.0,64,180.0,177
14174,70.0,68,178.0,176
14175,74.0,72,177.0,180
14176,66.0,83,175.0,188
14177,85.0,63,180.0,170
14178,74.0,70,183.0,175
14179,89.0,70,194.0,180
14180,76.0,78,183.0,185
14181,72.0,88,176.0,190
14182,71.0,71,182.0,181
14183,75.0,84,190.0,189
14184,71.0,74,175.0,171
14185,81.0,67,186.0,174
14186,83.0,82,185.0,187
14187,74.0,80,180.0,185
14188,64.0,78,183.0,191
14189,75.0,65,180.0,175
14190,78.0,69,196.0,180
14191,65.0,84,178.0,192
14192,76.0,76,187.0,183
14193,65.0,72,172.0,170
14194,78.0,76,177.0,181
14195,78.0,70,183.0,178
14196,83.0,80,188.0,185
14197,88.0,71,182.0,186
14198,70.0,80,183.0,188
14199,82.0,81,191.0,180
14200,73.0,79,183.0,184
14201,88.0,71,190.0,182
14202,77.0,76,184.0,187
14203,72.0,73,175.0,178
14204,78.0,76,183.0,189
14205,86.0,67,190.0,182
14206,85.0,73,185.0,181
14207,77.0,73,176.0,175
14208,80.0,78,187.0,186
14209,68.0,71,175.0,170
14210,62.0,75,170.0,179
14211,79.0,88,177.0,182
14212,77.0,74,178.0,182
14213,74.0,85,182.0,195
14214,80.0,75,189.0,176
14215,84.0,70,189.0,175
14216,79.0,82,178.0,189
14217,95.0,70,195.0,175
14218,73.0,81,175.0,190
14219,66.0,92,178.0,189
14220,79.0,63,188.0,180
14221,77.0,72,185.0,182
14222,86.0,70,188.0,175
14223,85.0,70,185.0,176
14224,87.0,77,186.0,185
14225,67.0,85,180.0,184
14226,88.0,77,185.0,189
14227,78.0,70,186.0,185
14228,73.0,75,174.0,179
14229,81.0,75,187.0,179
14230,73.0,65,190.0,174
14231,81.0,79,185.0,182
14232,72.0,67,173.0,180
14233,65.0,89,172.0,182
14234,64.0,70,175.0,176
14235,74.0,64,178.0,178
14236,77.0,60,179.0,170
14237,74.0,90,182.0,193
14238,74.0,81,185.0,182
14239,72.0,77,178.0,178
14240,85.0,74,184.0,179
14241,79.0,86,177.0,188
14242,76.0,65,185.0,170
14243,85.0,68,188.0,175
14244,82.0,70,192.0,183
14245,76.0,73,183.0,183
14246,76.0,66,187.0,173
14247,77.0,77,184.0,181
14248,79.0,76,185.0,186
14249,66.0,81,172.0,188
14250,64.0,90,168.0,194
14251,78.0,66,186.0,171
14252,70.0,75,179.0,184
14253,78.0,76,185.0,178
14254,82.0,72,188.0,187
14255,75.0,81,185.0,183
14256,70.0,66,180.0,171
14257,82.0,88,189.0,191
14258,65.0,70,175.0,182
14259,76.0,70,178.0,173
14260,79.0,70,182.0,176
14261,67.0,73,172.0,181
14262,70.0,73,181.0,179
14263,73.0,77,180.0,180
14264,88.0,72,199.0,177
14265,89.0,70,190.0,172
14266,65.0,75,177.0,191
14267,70.0,70,172.0,174
14268,72.0,72,173.0,180
14269,70.0,75,175.0,183
14270,70.0,70,175.0,178
14271,72.0,60,180.0,170
14272,76.0,83,182.0,191
14273,84.0,76,189.0,174
14274,79.0,70,183.0,180
14275,75.0,76,180.0,183
14276,66.0,81,174.0,186
14277,90.0,80,190.0,185
14278,78.0,88,183.0,193
14279,82.0,78,189.0,186
14280,75.0,68,186.0,183
14281,85.0,71,183.0,170
14282,76.0,70,181.0,177
14283,74.0,74,180.0,183
14284,76.0,76,186.0,188
14285,71.0,70,184.0,178
14286,81.0,62,190.0,171
14287,69.0,80,173.0,188
14288,65.0,76,169.0,180
14289,72.0,70,174.0,175
14290,84.0,77,184.0,170
14291,71.0,75,173.0,180
14292,76.0,79,178.0,186
14293,68.0,65,174.0,175
14294,80.0,59,182.0,171
14295,73.0,69,180.0,178
14296,73.0,76,182.0,182
14297,65.0,77,169.0,180
14298,75.0,75,180.0,182
14299,73.0,71,180.0,171
14300,88.0,73,194.0,175
14301,75.0,70,175.0,177
14302,78.0,71,188.0,172
14303,69.0,75,174.0,184
14304,70.0,76,175.0,182
14305,72.0,71,181.0,172
14306,79.0,65,180.0,172
14307,72.0,77,180.0,179
14308,79.0,71,183.0,183
14309,65.0,77,176.0,184
14310,79.0,78,184.0,184
14311,81.0,86,193.0,190
14312,75.0,72,180.0,177
14313,68.0,80,178.0,184
14314,75.0,68,182.0,170
14315,81.0,90,185.0,198
14316,79.0,74,183.0,178
14317,80.0,82,183.0,190
14318,77.0,68,182.0,173
14319,76.0,70,180.0,180
14320,80.0,81,180.0,191
14321,70.0,75,180.0,177
14322,78.0,75,179.0,186
14323,82.0,75,186.0,184
14324,64.0,71,171.0,185
14325,75.0,70,182.0,175
14326,77.0,88,185.0,191
14327,70.0,71,188.0,173
14328,104.0,88,194.0,186
14329,77.0,69,181.0,187
14330,73.0,73,173.0,190
14331,73.0,66,177.0,175
14332,66.0,81,170.0,192
14333,78.0,66,180.0,170
14334,73.0,83,175.0,189
14335,79.0,68,183.0,177
14336,80.0,72,188.0,178
14337,70.0,81,185.0,180
14338,78.0,73,191.0,175
14339,70.0,82,173.0,186
14340,68.0,86,175.0,188
14341,71.0,88,178.0,187
14342,75.0,72,181.0,178
14343,83.0,90,188.0,195
14344,69.0,81,176.0,182
14345,80.0,68,188.0,170
14346,71.0,69,179.0,180
14347,88.0,80,193.0,181
14348,68.0,68,176.0,168
14349,78.0,66,185.0,172
14350,73.0,72,177.0,184
14351,66.0,73,179.0,177
14352,76.0,84,179.0,194
14353,88.0,70,191.0,172
14354,77.0,75,185.0,174
14355,77.0,72,175.0,185
14356,81.0,73,186.0,184
14357,55.0,68,170.0,175
14358,69.0,72,170.0,176
14359,75.0,87,183.0,187
14360,77.0,63,178.0,164
14361,68.0,76,183.0,177
14362,68.0,82,169.0,188
14363,64.0,80,172.0,185
14364,78.0,77,182.0,183
14365,76.0,75,182.0,190
14366,84.0,82,187.0,186
14367,93.0,79,198.0,182
14368,73.0,71,180.0,176
14369,83.0,72,184.0,176
14370,74.0,64,178.0,172
14371,77.0,65,182.0,176
14372,84.0,91,189.0,194
14373,83.0,75,184.0,175
14374,85.0,60,182.0,175
14375,85.0,74,196.0,182
14376,79.0,73,182.0,180
14377,69.0,81,172.0,180
14378,79.0,75,184.0,187
14379,67.0,64,174.0,174
14380,84.0,58,188.0,165
14381,81.0,78,191.0,185
14382,74.0,76,189.0,185
14383,75.0,72,177.0,177
14384,70.0,78,183.0,179
14385,75.0,72,180.0,185
14386,76.0,70,187.0,173
14387,74.0,79,174.0,185
14388,79.0,64,183.0,185
14389,76.0,64,188.0,173
14390,76.0,76,177.0,191
14391,89.0,67,196.0,166
14392,74.0,65,178.0,176
14393,75.0,78,175.0,187
14394,92.0,59,198.0,175
14395,79.0,68,187.0,178
14396,78.0,69,190.0,180
14397,74.0,75,180.0,185
14398,77.0,64,184.0,177
14399,94.0,78,194.0,181
14400,70.0,70,183.0,180
14401,73.0,79,181.0,186
14402,75.0,65,182.0,177
14403,79.0,78,184.0,186
14404,65.0,73,180.0,188
14405,73.0,72,183.0,180
14406,84.0,65,189.0,170
14407,72.0,95,173.0,199
14408,76.0,79,175.0,193
14409,71.0,81,177.0,183
14410,70.0,73,172.0,174
14411,56.0,95,174.0,198
14412,61.0,82,170.0,177
14413,88.0,87,194.0,184
14414,71.0,78,180.0,188
14415,84.0,75,181.0,186
14416,83.0,82,185.0,191
14417,78.0,77,178.0,178
14418,76.0,82,180.0,190
14419,73.0,65,176.0,178
14420,78.0,73,185.0,176
14421,75.0,65,175.0,170
14422,71.0,74,173.0,181
14423,78.0,62,191.0,171
14424,80.0,71,185.0,176
14425,73.0,64,175.0,177
14426,69.0,78,172.0,182
14427,82.0,77,185.0,180
14428,85.0,69,190.0,182
14429,77.0,95,183.0,190
14430,78.0,72,191.0,175
14431,71.0,75,178.0,180
14432,75.0,80,181.0,183
14433,89.0,92,188.0,193
14434,90.0,82,194.0,191
14435,69.0,80,179.0,184
14436,71.0,69,175.0,176
14437,70.0,75,175.0,179
14438,80.0,77,182.0,187
14439,74.0,69,177.0,178
14440,75.0,67,188.0,173
14441,86.0,75,187.0,188
14442,75.0,65,176.0,172
14443,77.0,78,184.0,188
14444,78.0,67,180.0,173
14445,70.0,81,180.0,183
14446,70.0,94,173.0,196
14447,75.0,78,185.0,181
14448,76.0,76,186.0,193
14449,90.0,70,187.0,176
14450,78.0,85,185.0,196
14451,70.0,66,173.0,178
14452,76.0,74,180.0,176
14453,77.0,70,178.0,180
14454,66.0,68,171.0,184
14455,70.0,80,168.0,188
14456,60.0,72,168.0,173
14457,79.0,80,182.0,193
14458,81.0,71,186.0,173
14459,80.0,68,184.0,177
14460,72.0,82,178.0,191
14461,74.0,66,187.0,178
14462,70.0,73,175.0,180
14463,82.0,68,190.0,179
14464,97.0,71,196.0,177
14465,78.0,70,185.0,177
14466,79.0,78,183.0,181
14467,76.0,75,188.0,183
14468,61.0,70,173.0,173
14469,64.0,65,175.0,168
14470,80.0,67,185.0,179
14471,93.0,76,186.0,190
14472,80.0,73,187.0,177
14473,77.0,65,179.0,173
14474,81.0,83,185.0,190
14475,94.0,78,195.0,183
14476,76.0,82,186.0,186
14477,82.0,79,185.0,185
14478,77.0,61,190.0,165
14479,72.0,83,179.0,187
14480,70.0,75,191.0,179
14481,73.0,72,175.0,174
14482,79.0,75,190.0,183
14483,81.0,77,188.0,186
14484,77.0,72,185.0,186
14485,85.0,80,185.0,188
14486,72.0,73,175.0,178
14487,75.0,56,185.0,168
14488,78.0,74,184.0,180
14489,79.0,80,183.0,184
14490,77.0,71,180.0,183
14491,80.0,82,186.0,180
14492,79.0,83,182.0,184
14493,56.0,69,172.0,176
14494,84.0,72,189.0,172
14495,61.0,68,178.0,186
14496,65.0,81,171.0,183
14497,83.0,61,176.0,170
14498,75.0,78,180.0,188
14499,75.0,72,183.0,185
14500,80.0,74,183.0,180
14501,77.0,72,180.0,175
14502,74.0,74,181.0,179
14503,84.0,65,184.0,170
14504,77.0,84,180.0,193
14505,84.0,80,184.0,180
14506,75.0,75,175.0,179
14507,65.0,87,170.0,184
14508,76.0,71,188.0,185
14509,86.0,87,188.0,189
14510,72.0,83,178.0,188
14511,90.0,69,196.0,174
14512,77.0,84,184.0,184
14513,85.0,75,187.0,187
14514,66.0,69,183.0,178
14515,81.0,66,191.0,171
14516,79.0,68,184.0,180
14517,76.0,80,181.0,181
14518,81.0,66,189.0,174
14519,79.0,79,186.0,187
14520,73.0,75,182.0,182
14521,72.0,87,176.0,188
14522,71.0,85,180.0,188
14523,88.0,77,188.0,177
14524,84.0,69,180.0,172
14525,78.0,70,184.0,179
14526,75.0,73,180.0,183
14527,77.0,70,188.0,176
14528,74.0,71,178.0,175
14529,80.0,83,190.0,184
14530,75.0,77,180.0,182
14531,76.0,73,178.0,175
14532,90.0,72,193.0,178
14533,83.0,76,184.0,179
14534,85.0,85,188.0,193
14535,56.0,88,178.0,186
14536,80.0,89,187.0,189
14537,70.0,75,175.0,178
14538,78.0,78,180.0,198
14539,74.0,60,189.0,175
14540,83.0,80,185.0,179
14541,82.0,79,185.0,180
14542,83.0,73,191.0,183
14543,67.0,75,175.0,180
14544,70.0,70,173.0,175
14545,74.0,75,178.0,182
14546,76.0,79,183.0,184
14547,76.0,74,175.0,174
14548,79.0,63,187.0,168
14549,69.0,75,184.0,189
14550,74.0,70,180.0,175
14551,74.0,72,182.0,183
14552,70.0,71,174.0,177
14553,75.0,72,180.0,180
14554,70.0,67,177.0,177
14555,70.0,87,185.0,191
14556,79.0,67,183.0,174
14557,72.0,79,180.0,179
14558,75.0,76,184.0,178
14559,79.0,77,184.0,180
14560,80.0,81,190.0,185
14561,84.0,80,188.0,185
14562,89.0,81,193.0,189
14563,79.0,78,191.0,181
14564,77.0,70,180.0,178
14565,58.0,78,173.0,185
14566,83.0,67,186.0,178
14567,73.0,74,181.0,183
14568,83.0,70,184.0,175
14569,72.0,69,180.0,176
14570,74.0,90,178.0,194
14571,62.0,71,174.0,178
14572,74.0,75,180.0,180
14573,84.0,82,186.0,185
14574,82.0,70,186.0,180
14575,74.0,88,186.0,186
14576,75.0,77,180.0,180
14577,71.0,72,176.0,183
14578,74.0,74,174.0,189
14579,80.0,95,185.0,201
14580,83.0,81,186.0,187
14581,68.0,85,175.0,187
14582,68.0,68,178.0,175
14583,78.0,74,186.0,180
14584,76.0,70,171.0,180
14585,72.0,76,176.0,184
14586,68.0,83,170.0,184
14587,75.0,86,179.0,186
14588,80.0,69,184.0,175
14589,68.0,80,170.0,188
14590,78.0,84,191.0,185
14591,73.0,84,175.0,184
14592,80.0,75,180.0,183
14593,81.0,70,186.0,174
14594,86.0,78,180.0,186
14595,79.0,66,185.0,181
14596,73.0,75,180.0,181
14597,75.0,64,187.0,173
14598,79.0,68,185.0,182
14599,69.0,81,180.0,186
14600,73.0,71,184.0,174
14601,95.0,75,195.0,181
14602,82.0,80,183.0,186
14603,70.0,79,180.0,179
14604,76.0,77,183.0,182
14605,72.0,68,180.0,173
14606,73.0,93,177.0,177
14607,80.0,81,178.0,183
14608,70.0,63,180.0,173
14609,68.0,74,173.0,181
14610,69.0,78,181.0,186
14611,71.0,79,182.0,186
14612,74.0,83,178.0,185
14613,73.0,75,188.0,175
14614,73.0,68,178.0,175
14615,83.0,68,188.0,179
14616,78.0,77,176.0,178
14617,80.0,83,189.0,190
14618,78.0,72,188.0,178
14619,77.0,80,183.0,188
14620,63.0,75,172.0,182
14621,69.0,84,173.0,194
14622,81.0,72,188.0,178
14623,65.0,79,170.0,189
14624,70.0,71,180.0,177
14625,76.0,73,191.0,173
14626,74.0,78,180.0,176
14627,75.0,73,183.0,182
14628,76.0,80,178.0,186
14629,74.0,71,179.0,180
14630,89.0,80,197.0,187
14631,74.0,73,182.0,186
14632,90.0,85,192.0,188
14633,67.0,75,173.0,183
14634,69.0,76,178.0,174
14635,77.0,76,182.0,180
14636,77.0,75,183.0,174
14637,75.0,76,180.0,183
14638,79.0,72,193.0,178
14639,67.0,98,174.0,197
14640,69.0,66,180.0,175
14641,75.0,70,181.0,171
14642,75.0,70,185.0,178
14643,69.0,84,169.0,194
14644,85.0,77,186.0,190
14645,70.0,70,172.0,179
14646,70.0,62,183.0,163
14647,62.0,82,171.0,188
14648,75.0,73,178.0,185
14649,76.0,78,183.0,193
14650,73.0,80,182.0,181
14651,82.0,63,181.0,168
14652,78.0,74,186.0,187
14653,80.0,80,186.0,186
14654,75.0,80,183.0,180
14655,78.0,72,177.0,179
14656,76.0,80,175.0,191
14657,83.0,65,190.0,174
14658,75.0,73,180.0,178
14659,73.0,78,179.0,189
14660,79.0,63,180.0,171
14661,75.0,74,183.0,178
14662,60.0,55,170.0,165
14663,75.0,75,179.0,191
14664,78.0,75,178.0,180
14665,82.0,65,182.0,169
14666,84.0,72,190.0,182
14667,80.0,78,179.0,175
14668,70.0,81,182.0,189
14669,64.0,76,173.0,183
14670,55.0,70,165.0,188
14671,68.0,63,172.0,170
14672,80.0,78,195.0,190
14673,72.0,83,175.0,187
14674,78.0,75,187.0,171
14675,73.0,79,180.0,179
14676,84.0,83,185.0,181
14677,76.0,66,187.0,175
14678,80.0,62,184.0,174
14679,74.0,85,179.0,197
14680,73.0,78,173.0,182
14681,82.0,86,187.0,187
14682,78.0,73,182.0,176
14683,71.0,70,175.0,175
14684,79.0,82,193.0,186
14685,68.0,90,175.0,194
14686,77.0,73,181.0,176
14687,75.0,83,180.0,189
14688,80.0,69,181.0,178
14689,77.0,80,176.0,182
14690,77.0,70,180.0,185
14691,80.0,69,187.0,180
14692,62.0,78,166.0,177
14693,70.0,76,176.0,192
14694,70.0,65,178.0,181
14695,77.0,75,183.0,177
14696,72.0,89,173.0,190
14697,92.0,69,193.0,175
14698,80.0,82,183.0,188
14699,68.0,63,178.0,174
14700,70.0,78,172.0,184
14701,73.0,84,180.0,192
14702,82.0,85,187.0,188
14703,78.0,68,185.0,180
14704,78.0,83,183.0,183
14705,80.0,66,183.0,183
14706,78.0,56,178.0,168
14707,73.0,70,175.0,180
14708,78.0,72,184.0,178
14709,75.0,74,180.0,186
14710,81.0,77,183.0,176
14711,72.0,78,176.0,184
14712,83.0,62,188.0,183
14713,78.0,73,180.0,178
14714,67.0,68,182.0,175
14715,78.0,76,187.0,180
14716,81.0,92,183.0,177
14717,80.0,72,188.0,178
14718,82.0,74,187.0,178
14719,80.0,75,192.0,175
14720,72.0,80,179.0,187
14721,69.0,67,172.0,183
14722,73.0,79,175.0,178
14723,72.0,75,180.0,184
14724,69.0,66,171.0,172
14725,73.0,70,174.0,180
14726,83.0,68,189.0,179
14727,78.0,79,183.0,180
14728,79.0,80,188.0,180
14729,79.0,70,179.0,173
14730,74.0,70,173.0,180
14731,71.0,70,177.0,185
14732,77.0,90,178.0,190
14733,69.0,70,171.0,171
14734,83.0,83,189.0,188
14735,70.0,70,178.0,180
14736,72.0,90,176.0,188
14737,68.0,64,176.0,162
14738,77.0,68,179.0,180
14739,71.0,72,176.0,177
14740,84.0,75,185.0,184
14741,85.0,85,187.0,184
14742,68.0,70,174.0,180
14743,75.0,88,185.0,193
14744,68.0,74,171.0,176
14745,79.0,79,182.0,179
14746,81.0,68,184.0,180
14747,82.0,75,183.0,175
14748,74.0,84,181.0,185
14749,69.0,80,175.0,180
14750,80.0,92,182.0,196
14751,71.0,90,175.0,187
14752,83.0,80,190.0,187
14753,80.0,71,183.0,178
14754,75.0,89,178.0,192
14755,77.0,66,186.0,178
14756,79.0,80,186.0,189
14757,68.0,77,180.0,183
14758,82.0,76,190.0,185
14759,83.0,70,191.0,181
14760,86.0,70,191.0,175
14761,76.0,75,181.0,185
14762,65.0,80,178.0,181
14763,75.0,81,178.0,190
14764,74.0,71,180.0,187
14765,70.0,80,175.0,186
14766,81.0,82,188.0,189
14767,71.0,74,173.0,173
14768,67.0,87,176.0,196
14769,84.0,76,193.0,186
14770,91.0,75,192.0,181
14771,60.0,66,178.0,180
14772,89.0,70,189.0,177
14773,70.0,78,177.0,177
14774,70.0,65,180.0,173
14775,78.0,68,193.0,183
14776,82.0,76,190.0,177
14777,74.0,65,184.0,174
14778,83.0,76,186.0,171
14779,73.0,80,176.0,189
14780,70.0,69,170.0,176
14781,67.0,78,177.0,188
14782,79.0,71,178.0,183
14783,70.0,76,191.0,187
14784,85.0,73,187.0,180
14785,68.0,70,171.0,173
14786,88.0,70,186.0,179
14787,81.0,78,183.0,186
14788,72.0,86,178.0,177
14789,68.0,81,178.0,189
14790,82.0,79,190.0,184
14791,73.0,68,173.0,175
14792,68.0,81,182.0,193
14793,80.0,74,185.0,180
14794,91.0,74,193.0,187
14795,73.0,72,175.0,180
14796,74.0,75,181.0,186
14797,74.0,62,181.0,168
14798,88.0,73,189.0,175
14799,76.0,82,183.0,192
14800,70.0,70,181.0,183
14801,65.0,70,176.0,188
14802,66.0,68,179.0,181
14803,72.0,79,182.0,180
14804,75.0,84,179.0,185
14805,72.0,85,177.0,191
14806,65.0,65,179.0,187
14807,82.0,65,186.0,170
14808,74.0,66,182.0,175
14809,80.0,72,185.0,181
14810,70.0,75,183.0,185
14811,86.0,72,192.0,182
14812,77.0,65,183.0,173
14813,75.0,78,183.0,182
14814,73.0,78,181.0,175
14815,79.0,78,185.0,186
14816,78.0,77,190.0,183
14817,70.0,74,168.0,183
14818,75.0,86,179.0,177
14819,79.0,88,186.0,185
14820,70.0,72,176.0,177
14821,80.0,74,190.0,184
14822,70.0,74,177.0,183
14823,82.0,69,186.0,177
14824,81.0,85,187.0,192
14825,80.0,72,185.0,176
14826,74.0,76,180.0,188
14827,73.0,75,183.0,182
14828,85.0,78,186.0,180
14829,80.0,89,181.0,195
14830,79.0,85,191.0,193
14831,77.0,66,177.0,175
14832,76.0,68,186.0,175
14833,73.0,72,178.0,179
14834,77.0,66,182.0,172
14835,69.0,75,176.0,185
14836,79.0,77,191.0,181
14837,67.0,68,173.0,168
14838,76.0,70,183.0,175
14839,68.0,73,173.0,185
14840,86.0,69,191.0,178
14841,64.0,77,168.0,187
14842,80.0,74,187.0,178
14843,85.0,80,187.0,186
14844,62.0,82,166.0,183
14845,80.0,73,179.0,182
14846,73.0,70,175.0,182
14847,78.0,76,180.0,178
14848,73.0,83,183.0,190
14849,77.0,80,185.0,182
14850,72.0,76,184.0,188
14851,71.0,68,187.0,182
14852,83.0,67,183.0,190
14853,85.0,67,190.0,170
14854,79.0,77,177.0,186
14855,72.0,67,174.0,173
14856,97.0,68,201.0,175
14857,71.0,89,176.0,191
14858,72.0,74,173.0,174
14859,85.0,66,188.0,172
14860,79.0,65,184.0,175
14861,63.0,77,172.0,184
14862,81.0,58,187.0,164
14863,79.0,68,185.0,168
14864,74.0,77,183.0,175
14865,76.0,74,184.0,184
14866,72.0,75,178.0,180
14867,74.0,76,177.0,177
14868,73.0,92,173.0,182
14869,75.0,67,185.0,178
14870,70.0,70,172.0,175
14871,84.0,55,188.0,170
14872,80.0,68,183.0,173
14873,61.0,80,175.0,182
14874,71.0,71,170.0,173
14875,68.0,60,176.0,163
14876,84.0,72,188.0,172
14877,64.0,78,170.0,185
14878,62.0,79,167.0,185
14879,72.0,85,185.0,189
14880,68.0,75,173.0,177
14881,80.0,79,183.0,189
14882,72.0,86,178.0,196
14883,81.0,69,187.0,176
14884,70.0,75,180.0,183
14885,70.0,69,178.0,173
14886,69.0,71,179.0,182
14887,74.0,91,178.0,187
14888,75.0,72,176.0,179
14889,66.0,77,163.0,183
14890,76.0,68,180.0,184
14891,76.0,72,175.0,168
14892,82.0,72,191.0,178
14893,71.0,62,184.0,168
14894,60.0,60,172.0,170
14895,74.0,78,173.0,188
14896,67.0,70,177.0,185
14897,70.0,75,175.0,183
14898,81.0,75,196.0,185
14899,78.0,68,183.0,170
14900,75.0,69,179.0,176
14901,76.0,61,180.0,175
14902,79.0,78,190.0,191
14903,68.0,75,185.0,181
14904,81.0,68,185.0,176
14905,75.0,82,183.0,186
14906,76.0,91,180.0,194
14907,79.0,74,177.0,184
14908,83.0,77,192.0,188
14909,74.0,72,178.0,176
14910,69.0,74,181.0,183
14911,85.0,80,185.0,186
14912,79.0,87,187.0,184
14913,74.0,74,196.0,180
14914,83.0,83,189.0,188
14915,72.0,82,177.0,178
14916,87.0,81,189.0,186
14917,72.0,75,186.0,187
14918,91.0,77,188.0,176
14919,81.0,73,184.0,174
14920,71.0,83,184.0,187
14921,75.0,62,179.0,163
14922,83.0,68,190.0,168
14923,76.0,74,172.0,175
14924,89.0,84,192.0,186
14925,75.0,74,175.0,185
14926,83.0,80,180.0,185
14927,73.0,90,181.0,198
14928,62.0,80,169.0,182
14929,76.0,70,183.0,171
14930,74.0,75,181.0,183
14931,87.0,67,195.0,168
14932,74.0,76,177.0,185
14933,66.0,78,173.0,189
14934,92.0,75,191.0,180
14935,84.0,83,189.0,188
14936,84.0,72,185.0,178
14937,70.0,78,189.0,169
14938,79.0,85,179.0,197
14939,69.0,80,173.0,186
14940,89.0,75,191.0,178
