,cnt,t_real,t_feels_like,humidity,wind_speed,is_weekend,season
15459,1213,12.5,12.5,74.5,10.0,0.0,2.0
15460,1497,13.5,13.5,67.5,17.5,0.0,2.0
15461,1603,14.5,14.5,65.0,21.5,0.0,2.0
15462,1394,14.0,14.0,63.0,19.0,0.0,2.0
15463,1577,14.0,14.0,63.0,19.5,0.0,2.0
15464,2236,13.5,13.5,67.5,20.5,0.0,2.0
15465,3727,13.0,13.0,69.5,19.0,0.0,2.0
15466,2884,13.0,13.0,72.0,15.0,0.0,2.0
15467,1635,13.0,13.0,72.0,14.0,0.0,2.0
15468,1071,12.0,12.0,77.0,8.0,0.0,2.0
15469,750,12.0,12.0,77.0,7.0,0.0,2.0
15470,677,12.0,12.0,77.0,7.0,0.0,2.0
15471,620,12.0,12.0,77.0,6.5,0.0,2.0
15472,519,12.0,12.0,77.0,6.0,1.0,2.0
15473,452,12.0,12.0,82.0,6.0,1.0,2.0
15474,319,12.0,12.0,82.0,2.0,1.0,2.0
15475,179,12.0,12.0,82.0,6.0,1.0,2.0
15476,157,12.0,12.0,82.0,2.0,1.0,2.0
15477,94,12.0,12.0,82.0,2.0,1.0,2.0
15478,118,11.0,11.0,88.0,3.0,1.0,2.0
15479,280,11.0,11.0,88.0,5.0,1.0,2.0
15480,545,11.5,11.5,85.0,2.0,1.0,2.0
15481,1021,13.0,13.0,77.0,7.0,1.0,2.0
15482,1524,14.0,14.0,72.0,10.0,1.0,2.0
15483,1693,14.0,14.0,74.5,11.0,1.0,2.0
15484,2229,15.5,15.5,70.0,14.0,1.0,2.0
15485,2429,16.0,16.0,68.0,13.0,1.0,2.0
15486,2638,17.0,17.0,57.5,12.0,1.0,2.0
15487,2742,17.0,17.0,56.0,16.0,1.0,2.0
15488,2487,16.5,16.5,55.5,18.0,1.0,2.0
15489,1367,13.5,13.5,74.5,16.0,1.0,2.0
15490,253,12.0,12.0,88.0,7.5,1.0,2.0
15491,504,13.0,13.0,88.0,7.5,1.0,2.0
15492,552,13.0,13.0,88.0,11.0,1.0,2.0
15493,458,13.0,13.0,85.0,13.0,1.0,2.0
15494,431,12.0,12.0,88.0,10.0,1.0,2.0
15495,497,12.0,12.0,88.0,10.0,1.0,2.0
15496,431,12.0,12.0,85.0,8.0,1.0,2.0
15497,365,11.5,11.5,85.0,6.5,1.0,2.0
15498,269,10.0,9.5,94.0,6.5,1.0,2.0
15499,229,10.0,8.0,94.0,11.0,1.0,2.0
15500,107,10.0,8.0,94.0,12.0,1.0,2.0
15501,95,10.0,8.0,94.0,14.0,1.0,2.0
15502,92,11.0,11.0,94.0,15.0,1.0,2.0
15503,108,13.0,13.0,88.0,17.0,1.0,2.0
15504,107,13.0,13.0,94.0,19.0,1.0,2.0
15505,355,14.0,14.0,88.0,23.0,1.0,2.0
15506,681,15.5,15.5,79.5,22.5,1.0,2.0
15507,1183,16.5,16.5,75.0,23.0,1.0,2.0
15508,1709,16.5,16.5,72.5,22.0,1.0,2.0
15509,2055,17.0,17.0,70.5,18.5,1.0,2.0
15510,1557,17.0,17.0,70.5,18.5,1.0,2.0
15511,1621,17.0,17.0,68.0,18.0,1.0,2.0
15512,1814,16.5,16.5,72.5,16.0,1.0,2.0
15513,1754,16.0,16.0,72.0,11.0,1.0,2.0
15514,1352,15.5,15.5,72.5,11.0,1.0,2.0
15515,938,15.0,15.0,77.0,12.0,1.0,2.0
15516,642,14.0,14.0,85.0,12.0,1.0,2.0
15517,484,14.5,14.5,85.0,12.0,1.0,2.0
15518,369,14.0,14.0,88.0,9.0,1.0,2.0
15519,210,14.5,14.5,91.0,9.0,1.0,2.0
15520,132,15.0,15.0,82.0,11.0,0.0,2.0
15521,87,14.5,14.5,79.5,11.0,0.0,2.0
15522,51,13.5,13.5,85.0,10.0,0.0,2.0
15523,29,13.0,13.0,88.0,11.0,0.0,2.0
15524,52,13.0,13.0,82.0,11.0,0.0,2.0
15525,136,13.0,13.0,82.0,6.5,0.0,2.0
15526,656,13.0,13.0,82.0,10.0,0.0,2.0
15527,2301,13.0,13.0,82.0,9.0,0.0,2.0
15528,4492,13.5,13.5,82.0,13.0,0.0,2.0
15529,2240,15.0,15.0,74.5,16.0,0.0,2.0
15530,1059,15.0,15.0,72.0,13.0,0.0,2.0
15531,1044,16.0,16.0,70.0,18.0,0.0,2.0
15532,1315,16.5,16.5,66.0,19.0,0.0,2.0
15533,1314,17.0,17.0,62.0,22.0,0.0,2.0
15534,1293,16.5,16.5,66.0,20.0,0.0,2.0
15535,1481,17.0,17.0,57.5,23.0,0.0,2.0
15536,2096,16.5,16.5,61.0,21.0,0.0,2.0
15537,2653,15.5,15.5,65.5,15.0,0.0,2.0
15538,2041,13.0,13.0,79.5,20.5,0.0,2.0
15539,1712,13.0,13.0,82.0,9.0,0.0,2.0
15540,1023,13.0,13.0,82.0,13.0,0.0,2.0
15541,675,12.0,12.0,82.0,15.0,0.0,2.0
15542,557,12.0,12.0,82.0,15.0,0.0,2.0
15543,295,12.0,12.0,82.0,12.0,0.0,2.0
15544,132,11.5,11.5,85.0,15.0,0.0,2.0
15545,80,11.0,11.0,85.0,18.0,0.0,2.0
15546,41,11.0,11.0,88.0,16.0,0.0,2.0
15547,35,11.0,11.0,88.0,14.0,0.0,2.0
15548,56,11.0,11.0,88.0,16.0,0.0,2.0
15549,126,11.5,11.5,85.0,15.0,0.0,2.0
15550,804,12.0,12.0,82.0,17.0,0.0,2.0
15551,2472,12.0,12.0,82.0,18.0,0.0,2.0
15552,4702,12.5,12.5,79.5,18.5,0.0,2.0
15553,2185,13.0,13.0,77.0,27.0,0.0,2.0
15554,1020,13.0,13.0,74.5,27.0,0.0,2.0
15555,899,13.5,13.5,67.5,30.5,0.0,2.0
15556,1341,13.0,13.0,61.0,31.5,0.0,2.0
15557,1307,13.0,13.0,53.0,32.0,0.0,2.0
15558,1283,14.0,14.0,48.0,28.0,0.0,2.0
15559,1413,14.0,14.0,48.0,28.0,0.0,2.0
15560,1983,13.5,13.5,49.5,28.0,0.0,2.0
15561,3944,13.0,13.0,49.0,29.5,0.0,2.0
15562,3798,12.5,12.5,52.5,30.0,0.0,2.0
15563,2066,12.0,12.0,54.0,33.0,0.0,2.0
15564,1226,11.0,11.0,58.0,29.5,0.0,2.0
15565,884,11.0,11.0,62.0,26.0,0.0,2.0
15566,613,10.5,9.0,64.5,24.0,0.0,2.0
15567,361,10.5,9.0,69.0,27.0,0.0,2.0
15568,171,10.0,7.0,71.0,24.0,0.0,2.0
15569,114,10.0,7.0,73.5,23.0,0.0,2.0
15570,49,11.0,11.0,72.0,25.0,0.0,2.0
15571,44,11.0,11.0,72.0,20.5,0.0,2.0
15572,55,11.0,11.0,77.0,21.0,0.0,2.0
15573,146,11.0,11.0,77.0,22.0,0.0,2.0
15574,736,11.0,11.0,77.0,21.0,0.0,2.0
15575,2517,11.0,11.0,77.0,22.0,0.0,2.0
15576,4975,11.0,11.0,77.0,21.0,0.0,2.0
15577,2454,11.5,11.5,74.5,20.0,0.0,2.0
15578,1079,12.0,12.0,72.0,22.0,0.0,2.0
15579,1011,12.5,12.5,69.5,20.0,0.0,2.0
15580,1457,13.0,13.0,67.0,20.5,0.0,2.0
15581,1422,13.0,13.0,63.0,18.0,0.0,2.0
15582,1268,14.0,14.0,59.0,13.0,0.0,2.0
15583,1393,14.0,14.0,55.0,15.0,0.0,2.0
15584,1964,14.0,14.0,57.0,15.0,0.0,2.0
15585,3796,13.5,13.5,61.0,16.0,0.0,2.0
15586,3634,13.0,13.0,65.0,16.0,0.0,2.0
15587,2001,13.0,13.0,67.0,16.0,0.0,2.0
15588,1214,12.0,12.0,72.0,15.0,0.0,2.0
15589,950,12.0,12.0,72.0,13.0,0.0,2.0
15590,752,11.5,11.5,74.5,13.0,0.0,2.0
15591,471,11.0,11.0,77.0,15.0,0.0,2.0
15592,240,11.0,11.0,77.0,14.0,0.0,2.0
15593,157,11.0,11.0,77.0,11.0,0.0,2.0
15594,90,10.0,8.0,82.0,11.0,0.0,2.0
15595,64,10.0,8.0,82.0,13.0,0.0,2.0
15596,61,11.0,11.0,79.5,10.0,0.0,2.0
15597,131,11.0,11.0,82.0,11.0,0.0,2.0
15598,732,11.0,11.0,88.0,12.0,0.0,2.0
15599,2306,11.0,11.0,88.0,15.0,0.0,2.0
15600,4693,12.0,12.0,82.0,12.0,0.0,2.0
15601,2365,12.0,12.0,82.0,13.0,0.0,2.0
15602,1148,13.0,13.0,74.5,18.5,0.0,2.0
15603,1022,13.0,13.0,72.0,20.5,0.0,2.0
15604,1364,14.0,14.0,67.0,18.5,0.0,2.0
15605,1335,14.0,14.0,67.0,19.0,0.0,2.0
15606,1313,13.5,13.5,69.5,19.0,0.0,2.0
15607,1400,14.0,14.0,65.0,16.0,0.0,2.0
15608,1867,13.0,13.0,77.0,11.0,0.0,2.0
15609,3627,13.0,13.0,77.0,13.0,0.0,2.0
15610,3408,12.0,12.0,74.5,12.0,0.0,2.0
15611,1887,12.0,12.0,77.0,12.0,0.0,2.0
15612,1123,11.5,11.5,79.5,13.0,0.0,2.0
15613,820,11.0,11.0,82.0,13.0,0.0,2.0
15614,726,11.0,11.0,82.0,14.0,0.0,2.0
15615,465,10.0,8.0,88.0,14.0,0.0,2.0
15616,279,10.0,8.0,88.0,14.0,0.0,2.0
15617,173,10.0,8.0,88.0,14.0,0.0,2.0
15618,101,10.0,8.0,88.0,15.0,0.0,2.0
15619,45,10.0,8.0,88.0,15.0,0.0,2.0
15620,45,10.0,8.0,88.0,12.0,0.0,2.0
15621,142,10.0,8.0,88.0,14.0,0.0,2.0
15622,649,10.0,8.0,88.0,15.0,0.0,2.0
15623,2087,10.0,8.0,88.0,12.0,0.0,2.0
15624,4253,10.0,8.0,88.0,14.0,0.0,2.0
15625,2273,10.0,8.0,88.0,15.0,0.0,2.0
15626,1163,10.5,9.5,85.0,15.0,0.0,2.0
15627,1128,11.5,11.5,79.5,17.0,0.0,2.0
15628,1435,12.0,12.0,77.0,16.0,0.0,2.0
15629,1553,13.0,13.0,72.0,14.0,0.0,2.0
15630,1414,13.0,13.0,69.5,15.0,0.0,2.0
15631,1499,13.5,13.5,65.0,13.0,0.0,2.0
15632,2116,13.0,13.0,72.0,12.0,0.0,2.0
15633,3091,13.0,13.0,72.0,9.0,0.0,2.0
15634,2621,12.0,12.0,77.0,10.0,0.0,2.0
15635,1589,12.0,12.0,77.0,9.0,0.0,2.0
15636,965,11.5,11.5,79.5,9.0,0.0,2.0
15637,711,11.0,11.0,82.0,9.0,0.0,2.0
15638,668,10.0,9.5,88.0,6.5,0.0,2.0
15639,567,9.5,8.5,87.5,7.0,0.0,2.0
15640,490,9.0,8.0,87.0,7.0,1.0,2.0
15641,365,9.0,8.0,87.0,8.0,1.0,2.0
15642,271,8.0,8.0,93.0,4.0,1.0,2.0
15643,191,8.5,7.5,90.0,6.0,1.0,2.0
15644,94,9.0,8.0,87.0,6.0,1.0,2.0
15645,79,9.0,8.5,87.0,5.0,1.0,2.0
15646,113,8.5,8.5,90.0,4.0,1.0,2.0
15647,291,8.0,7.0,93.0,6.0,1.0,2.0
15648,538,8.0,7.0,93.0,6.5,1.0,2.0
15649,996,8.0,7.0,93.0,6.5,1.0,2.0
15650,1278,9.5,9.0,87.5,5.0,1.0,2.0
15651,1775,11.5,11.5,79.5,8.0,1.0,2.0
15652,2307,12.0,12.0,77.0,11.0,1.0,2.0
15653,2422,13.5,13.5,65.0,11.0,1.0,2.0
15654,2513,14.0,14.0,59.0,14.0,1.0,2.0
15655,2510,14.0,14.0,57.0,12.0,1.0,2.0
15656,2356,13.0,13.0,61.0,14.0,1.0,2.0
15657,2095,13.0,13.0,65.0,12.0,1.0,2.0
15658,1589,12.5,12.5,69.5,12.0,1.0,2.0
15659,1113,12.0,12.0,72.0,11.0,1.0,2.0
15660,827,11.5,11.5,74.5,12.0,1.0,2.0
15661,674,10.5,10.5,79.5,7.5,1.0,2.0
15662,589,10.0,10.0,82.0,6.0,1.0,2.0
15663,544,10.0,10.0,82.0,5.0,1.0,2.0
15664,457,9.0,9.0,87.0,4.0,1.0,2.0
15665,429,9.0,8.5,87.0,3.0,1.0,2.0
15666,355,8.5,8.0,90.0,5.0,1.0,2.0
15667,217,8.0,7.0,90.0,6.0,1.0,2.0
15668,150,8.0,7.0,93.0,6.0,1.0,2.0
15669,107,8.0,8.0,87.0,4.0,1.0,2.0
15670,107,8.0,7.0,90.0,6.5,1.0,2.0
15671,173,7.5,6.5,90.0,6.0,1.0,2.0
15672,319,8.0,7.0,87.0,6.0,1.0,2.0
15673,744,9.5,8.0,79.0,10.0,1.0,2.0
15674,1359,10.5,9.5,74.0,15.0,1.0,2.0
15675,1900,12.0,12.0,69.5,22.0,1.0,2.0
15676,2166,12.0,12.0,67.0,24.0,1.0,2.0
15677,2435,12.5,12.5,67.5,24.0,1.0,2.0
15678,2203,13.0,13.0,63.0,25.0,1.0,2.0
15679,2406,13.0,13.0,65.0,23.0,1.0,2.0
15680,2069,12.0,12.0,67.0,23.0,1.0,2.0
15681,1826,12.0,12.0,69.5,24.0,1.0,2.0
15682,1376,11.5,11.5,74.5,17.5,1.0,2.0
15683,894,11.0,11.0,77.0,17.0,1.0,2.0
15684,615,11.0,11.0,77.0,15.0,1.0,2.0
15685,462,11.0,11.0,77.0,13.0,1.0,2.0
15686,481,10.5,9.5,79.5,12.0,1.0,2.0
15687,303,11.0,11.0,77.0,9.0,1.0,2.0
15688,202,10.0,9.0,82.0,8.0,0.0,2.0
15689,136,10.0,9.0,82.0,9.0,0.0,2.0
15690,62,11.0,11.0,72.0,9.0,0.0,2.0
15691,30,10.5,9.5,79.5,9.0,0.0,2.0
15692,63,10.0,8.0,82.0,12.0,0.0,2.0
15693,126,10.0,8.0,79.0,12.0,0.0,2.0
15694,585,10.5,9.5,79.5,14.0,0.0,2.0
15695,1973,11.0,11.0,79.5,14.0,0.0,2.0
15696,3985,11.0,11.0,77.0,11.0,0.0,2.0
15697,2070,11.0,11.0,77.0,13.0,0.0,2.0
15698,968,11.5,11.5,77.0,15.0,0.0,2.0
15699,965,13.0,13.0,67.0,13.0,0.0,2.0
15700,1180,13.0,13.0,72.0,14.0,0.0,2.0
15701,1294,13.0,13.0,69.5,15.0,0.0,2.0
15702,1253,13.5,13.5,69.5,13.0,0.0,2.0
15703,1299,14.0,14.0,67.0,14.0,0.0,2.0
15704,1808,13.5,13.5,65.0,16.0,0.0,2.0
15705,3805,13.0,13.0,72.0,14.0,0.0,2.0
15706,3404,13.0,13.0,72.0,11.0,0.0,2.0
15707,1913,12.0,12.0,72.0,6.5,0.0,2.0
15708,1213,12.0,12.0,72.0,6.5,0.0,2.0
15709,817,11.5,11.5,74.5,7.0,0.0,2.0
15710,534,11.0,11.0,77.0,6.0,0.0,2.0
15711,368,11.0,11.0,77.0,6.0,0.0,2.0
15712,123,11.0,11.0,77.0,6.5,0.0,2.0
15713,109,11.0,11.0,77.0,2.0,0.0,2.0
15714,67,11.0,11.0,77.0,4.0,0.0,2.0
15715,43,11.0,11.0,79.5,2.0,0.0,2.0
15716,50,11.0,11.0,82.0,5.0,0.0,2.0
15717,134,10.5,10.5,79.5,4.0,0.0,2.0
15718,700,10.0,10.0,82.0,4.0,0.0,2.0
15719,2260,10.0,10.0,82.0,6.0,0.0,2.0
15720,4560,10.0,10.0,88.0,4.0,0.0,2.0
15721,2281,11.0,11.0,79.5,6.0,0.0,2.0
15722,1100,11.0,11.0,79.5,6.0,0.0,2.0
15723,1023,12.0,12.0,77.0,5.0,0.0,2.0
15724,1382,13.0,13.0,74.5,6.0,0.0,2.0
15725,1365,13.0,13.0,72.0,6.0,0.0,2.0
15726,1345,13.5,13.5,72.0,7.0,0.0,2.0
15727,1425,14.0,14.0,69.5,7.0,0.0,2.0
15728,2157,14.0,14.0,72.0,9.0,0.0,2.0
15729,3888,13.0,13.0,77.0,8.0,0.0,2.0
15730,3577,13.0,13.0,77.0,9.0,0.0,2.0
15731,2069,13.0,13.0,77.0,8.0,0.0,2.0
15732,1255,13.0,13.0,79.5,5.0,0.0,2.0
15733,931,12.0,12.0,85.0,3.0,0.0,2.0
15734,704,12.0,12.0,88.0,2.0,0.0,2.0
15735,444,11.0,11.0,94.0,0.0,0.0,2.0
15736,235,11.0,11.0,94.0,2.0,0.0,2.0
15737,107,10.0,10.0,94.0,4.0,0.0,2.0
15738,134,10.5,10.5,94.0,0.0,0.0,2.0
15739,67,12.0,12.0,94.0,7.5,0.0,2.0
15740,49,12.0,12.0,91.0,6.5,0.0,2.0
15741,123,12.0,12.0,94.0,7.0,0.0,2.0
15742,701,12.0,12.0,94.0,7.5,0.0,2.0
15743,2208,12.0,12.0,94.0,6.5,0.0,2.0
15744,4540,12.0,12.0,94.0,7.0,0.0,2.0
15745,2381,13.0,13.0,88.0,7.5,0.0,2.0
15746,1226,14.0,14.0,79.5,14.0,0.0,2.0
15747,1084,15.0,15.0,72.0,22.0,0.0,2.0
15748,1453,15.5,15.5,70.0,16.0,0.0,2.0
15749,1499,16.5,16.5,66.0,19.5,0.0,2.0
15750,1482,16.5,16.5,63.5,22.0,0.0,2.0
15751,1567,16.0,16.0,65.5,19.0,0.0,2.0
15752,2050,16.0,16.0,68.0,19.5,0.0,2.0
15753,3891,15.0,15.0,72.0,17.0,0.0,2.0
15754,3539,15.0,15.0,72.0,16.0,0.0,2.0
15755,2126,14.5,14.5,74.5,14.0,0.0,2.0
15756,1270,14.0,14.0,77.0,13.0,0.0,2.0
15757,953,13.0,13.0,82.0,13.0,0.0,2.0
15758,808,13.0,13.0,85.0,11.0,0.0,2.0
15759,517,13.0,13.0,85.0,12.0,0.0,2.0
15760,278,12.0,12.0,88.0,13.0,0.0,2.0
15761,159,12.0,12.0,88.0,13.0,0.0,2.0
15762,118,11.5,11.5,91.0,16.0,0.0,2.0
15763,57,11.0,11.0,94.0,11.0,0.0,2.0
15764,76,10.5,9.5,94.0,17.0,0.0,2.0
15765,123,10.5,9.5,91.0,14.0,0.0,2.0
15766,720,11.0,11.0,88.0,15.0,0.0,2.0
15767,2226,11.0,11.0,88.0,14.0,0.0,2.0
15768,4357,11.0,11.0,88.0,14.0,0.0,2.0
15769,2266,10.5,9.5,91.0,16.0,0.0,2.0
15770,1153,10.5,9.5,91.0,16.0,0.0,2.0
15771,1224,11.5,11.5,85.0,16.0,0.0,2.0
15772,1622,13.0,13.0,77.0,14.0,0.0,2.0
15773,1596,15.0,15.0,63.0,21.0,0.0,2.0
15774,1534,16.0,16.0,59.0,19.5,0.0,2.0
15775,1616,16.0,16.0,61.0,25.0,0.0,2.0
15776,2052,15.0,15.0,68.0,21.5,0.0,2.0
15777,3747,15.0,15.0,68.0,19.5,0.0,2.0
15778,3380,15.0,15.0,68.0,16.0,0.0,2.0
15779,1961,14.5,14.5,70.0,18.0,0.0,2.0
15780,1248,14.0,14.0,72.0,17.0,0.0,2.0
15781,979,14.0,14.0,77.0,19.5,0.0,2.0
15782,796,14.0,14.0,77.0,19.5,0.0,2.0
15783,600,14.0,14.0,74.5,23.0,0.0,2.0
15784,331,14.0,14.0,72.0,24.0,0.0,2.0
15785,192,14.0,14.0,72.0,24.0,0.0,2.0
15786,129,14.0,14.0,72.0,22.0,0.0,2.0
15787,81,13.5,13.5,74.5,17.5,0.0,2.0
15788,65,13.0,13.0,77.0,18.0,0.0,2.0
15789,125,13.0,13.0,77.0,17.0,0.0,2.0
15790,631,13.0,13.0,77.0,20.0,0.0,2.0
15791,1823,12.0,12.0,82.0,18.5,0.0,2.0
15792,4045,12.5,12.5,79.5,18.5,0.0,2.0
15793,2256,13.5,13.5,77.0,19.5,0.0,2.0
15794,1312,15.0,15.0,72.0,18.0,0.0,2.0
15795,1392,16.0,16.0,68.0,14.0,0.0,2.0
15796,1723,16.0,16.0,68.0,12.0,0.0,2.0
15797,1783,16.0,16.0,68.0,13.0,0.0,2.0
15798,1654,16.0,16.0,72.0,12.0,0.0,2.0
15799,1768,16.5,16.5,70.0,10.0,0.0,2.0
15800,2338,16.0,16.0,72.0,10.0,0.0,2.0
15801,3560,16.0,16.0,72.0,9.0,0.0,2.0
15802,2886,16.0,16.0,72.0,8.0,0.0,2.0
15803,1773,15.0,15.0,77.0,5.0,0.0,2.0
15804,1128,15.0,15.0,77.0,0.0,0.0,2.0
15805,875,14.0,14.0,82.0,2.0,0.0,2.0
15806,836,14.5,14.5,82.5,5.5,0.0,2.0
15807,714,15.0,15.0,82.0,6.5,0.0,2.0
15808,628,15.0,15.0,82.0,5.0,1.0,2.0
15809,517,14.0,14.0,88.0,4.0,1.0,2.0
15810,344,14.0,14.0,88.0,5.0,1.0,2.0
15811,239,14.0,14.0,88.0,5.0,1.0,2.0
15812,201,14.0,14.0,88.0,5.0,1.0,2.0
15813,112,14.0,14.0,88.0,6.5,1.0,2.0
15814,146,14.0,14.0,88.0,4.0,1.0,2.0
15815,232,14.0,14.0,85.0,4.0,1.0,2.0
15816,531,14.0,14.0,88.0,5.0,1.0,2.0
15817,927,14.0,14.0,88.0,2.0,1.0,2.0
15818,1440,14.5,14.5,85.0,0.0,1.0,2.0
15819,1870,15.5,15.5,79.5,2.0,1.0,2.0
15820,2297,16.0,16.0,77.0,0.0,1.0,2.0
15821,2421,16.0,16.0,77.0,2.0,1.0,2.0
15822,2491,16.0,16.0,74.5,2.0,1.0,2.0
15823,2574,16.0,16.0,72.0,2.0,1.0,2.0
15824,2595,16.0,16.0,72.0,5.0,1.0,2.0
15825,2260,15.5,15.5,74.5,5.0,1.0,2.0
15826,1666,14.5,14.5,79.5,0.0,1.0,2.0
15827,1271,13.0,13.0,88.0,0.0,1.0,2.0
15828,879,12.5,12.5,91.0,3.5,1.0,2.0
15829,809,12.0,12.0,94.0,5.0,1.0,2.0
15830,698,12.0,12.0,94.0,0.0,1.0,2.0
15831,637,12.0,12.0,88.0,2.0,1.0,2.0
15832,601,11.0,11.0,94.0,6.0,1.0,2.0
15833,932,10.333333333333334,10.333333333333334,98.0,2.6666666666666665,1.0,2.0
15834,357,10.0,10.0,94.0,5.0,1.0,2.0
15835,191,10.0,10.0,94.0,5.0,1.0,2.0
15836,136,10.0,10.0,94.0,5.0,1.0,2.0
15837,109,9.0,8.5,100.0,3.0,1.0,2.0
15838,139,9.5,9.5,97.0,2.0,1.0,2.0
15839,213,9.5,9.5,97.0,5.0,1.0,2.0
15840,436,10.0,10.0,94.0,4.0,1.0,2.0
15841,947,10.0,10.0,97.0,2.0,1.0,2.0
15842,1564,10.5,10.0,97.0,7.5,1.0,2.0
15843,1869,11.0,11.0,97.0,7.0,1.0,2.0
15844,2069,11.0,11.0,100.0,6.0,1.0,2.0
15845,2236,12.0,12.0,94.0,3.0,1.0,2.0
15846,2098,12.5,12.5,91.0,4.0,1.0,2.0
15847,2247,13.0,13.0,88.0,4.0,1.0,2.0
15848,2073,13.0,13.0,88.0,3.0,1.0,2.0
15849,1506,12.5,12.5,91.0,4.0,1.0,2.0
15850,1253,12.5,12.5,91.0,6.0,1.0,2.0
15851,805,13.0,13.0,88.0,8.0,1.0,2.0
15852,760,12.0,12.0,94.0,6.0,1.0,2.0
15853,517,12.0,12.0,94.0,8.0,1.0,2.0
15854,477,12.0,12.0,94.0,11.0,1.0,2.0
15855,201,12.0,12.0,100.0,8.0,0.0,2.0
15856,115,12.5,12.5,97.0,8.0,0.0,2.0
15857,62,12.0,12.0,94.0,9.0,0.0,2.0
15858,54,11.5,11.5,97.0,7.0,0.0,2.0
15859,72,11.0,11.0,97.0,7.5,0.0,2.0
15860,146,11.0,11.0,94.0,6.5,0.0,2.0
15861,751,10.0,9.5,100.0,6.5,0.0,2.0
15862,2468,10.0,10.0,100.0,6.0,0.0,2.0
15863,4460,10.5,10.0,97.0,6.5,0.0,2.0
15864,2143,11.0,11.0,94.0,5.0,0.0,2.0
15865,1150,11.5,11.5,97.0,3.0,0.0,2.0
15866,1131,13.5,13.5,88.0,5.0,0.0,2.0
15867,1579,15.5,15.5,74.5,6.5,0.0,2.0
15868,1588,16.5,16.5,70.0,9.0,0.0,2.0
15869,1616,17.0,17.0,73.0,8.0,0.0,2.0
15870,1713,17.0,17.0,70.5,10.0,0.0,2.0
15871,2407,15.5,15.5,74.5,9.0,0.0,2.0
15872,3890,14.5,14.5,79.5,8.0,0.0,2.0
15873,3601,13.5,13.5,85.0,7.0,0.0,2.0
15874,2048,13.0,13.0,88.0,7.0,0.0,2.0
15875,1336,12.0,12.0,91.0,6.0,0.0,2.0
15876,925,12.0,12.0,94.0,2.0,0.0,2.0
15877,589,11.0,11.0,94.0,4.0,0.0,2.0
15878,416,11.0,11.0,94.0,0.0,0.0,2.0
15879,212,10.0,10.0,100.0,0.0,0.0,2.0
15880,144,10.0,10.0,97.0,2.0,0.0,2.0
15881,109,9.5,9.5,94.0,2.0,0.0,2.0
15882,67,9.0,9.0,97.0,2.0,0.0,2.0
15883,81,9.0,9.0,100.0,2.0,0.0,2.0
15884,151,8.5,8.0,97.0,5.0,0.0,2.0
15885,869,9.0,9.0,94.0,4.0,0.0,2.0
15886,2748,9.0,8.0,94.0,7.5,0.0,2.0
15887,4951,10.0,9.0,94.0,8.0,0.0,2.0
15888,2269,10.0,9.0,100.0,9.0,0.0,2.0
15889,1092,10.5,9.5,94.0,12.0,0.0,2.0
15890,1009,12.0,12.0,88.0,13.0,0.0,2.0
15891,1296,13.0,13.0,82.0,10.0,0.0,2.0
15892,1314,13.0,13.0,82.0,12.0,0.0,2.0
15893,1175,13.0,13.0,82.0,11.0,0.0,2.0
15894,974,12.0,12.0,88.0,18.0,0.0,2.0
15895,1643,12.0,12.0,82.0,16.0,0.0,2.0
15896,3606,11.5,11.5,79.5,16.0,0.0,2.0
15897,3461,11.0,11.0,77.0,13.0,0.0,2.0
15898,1907,11.0,11.0,69.5,12.0,0.0,2.0
15899,1114,10.0,9.0,71.0,9.0,0.0,2.0
15900,894,10.0,9.0,71.0,8.0,0.0,2.0
15901,615,9.5,8.5,71.0,8.0,0.0,2.0
15902,353,8.5,7.5,73.5,6.5,0.0,2.0
15903,188,7.0,6.0,81.0,6.5,0.0,2.0
15904,90,7.0,5.0,81.0,9.0,0.0,2.0
15905,53,6.0,4.5,87.0,6.5,0.0,2.0
15906,33,6.0,4.5,87.0,6.5,0.0,2.0
15907,35,6.0,4.0,84.0,11.0,0.0,2.0
15908,130,7.0,4.0,81.0,16.0,0.0,2.0
15909,781,6.5,4.5,78.5,11.0,0.0,2.0
15910,2684,6.5,4.0,78.5,13.0,0.0,2.0
15911,4783,7.5,5.0,73.5,13.0,0.0,2.0
15912,2289,8.0,5.5,71.0,14.0,0.0,2.0
15913,1146,8.5,6.0,66.5,14.0,0.0,2.0
15914,1053,9.5,7.5,60.0,15.0,0.0,2.0
15915,1371,10.0,8.0,56.0,16.0,0.0,2.0
15916,1385,11.0,11.0,50.0,16.0,0.0,2.0
15917,1300,11.0,11.0,50.0,17.0,0.0,2.0
15918,1381,11.0,11.0,50.0,11.0,0.0,2.0
15919,1878,10.0,8.5,56.0,10.0,0.0,2.0
15920,3410,9.0,8.5,62.0,5.0,0.0,2.0
15921,3209,9.0,8.0,64.0,6.5,0.0,2.0
15922,1863,8.0,8.0,66.0,2.0,0.0,2.0
15923,1153,7.5,7.0,71.0,3.0,0.0,2.0
15924,794,7.5,7.0,73.5,5.0,0.0,2.0
15925,636,6.5,5.5,78.5,6.0,0.0,2.0
15926,393,6.0,4.5,81.0,6.5,0.0,2.0
15927,206,5.5,3.5,78.5,9.0,0.0,2.0
15928,129,5.0,4.0,84.0,6.0,0.0,2.0
15929,81,5.0,3.0,81.0,8.0,0.0,2.0
15930,37,5.0,3.5,81.0,6.5,0.0,2.0
