bookID,title,average_rating,isbn,isbn13,num_pages,ratings_count,text_reviews_count,publication_date,author,lang,publisher,num_pages_grp
31219,The Secret of Shambhala: In Search of the Eleventh Insight (Celestine Prophecy  #3),4.0,446676489,9780450000000.0,256,4181,131,11/1/2001,James Redfield,eng,Grand Central Publishing,250-499
31220,The Celestine Vision: Living the New Spiritual Awareness,4.07,446675237,9780450000000.0,288,7032,58,11/1/1999,James Redfield,eng,Grand Central Publishing,250-499
31222,The Purpose of Your Life: Finding Your Place In The World Using Synchronicity  Intuition  And Uncommon Sense,3.76,688166253,9780690000000.0,320,218,27,3/17/1999,Carol Adrienne,eng,William Morrow Paperbacks,250-499
31226,The Janson Directive (Paul Janson  #1),3.86,312989385,9780310000000.0,693,7281,259,10/19/2003,Robert Ludlum,eng,St. Martin's Paperbacks,500-749
31227,The Moscow Vector (Covert-One  #6),3.98,312990715,9780310000000.0,464,6321,80,2/7/2006,Patrick Larkin,eng,St. Martin's Paperbacks,250-499
31229,The Ambler Warning,3.72,312990693,9780310000000.0,632,9289,361,11/1/2006,Robert Ludlum,eng,St. Martin's Paperbacks,500-749
31235,Historical Romances: The Prince and the Pauper / A Connecticut Yankee in King Arthur’s Court / Personal Recollections of Joan of Arc,4.38,940450828,9780940000000.0,1050,296,13,8/1/1994,Mark Twain,eng,Library of America,>=1000
31242,Bleak House,4.01,143037617,9780140000000.0,1017,80104,2440,1/6/2006,Charles Dickens,eng,Penguin Books,>=1000
31244,Our Mutual Friend,4.07,375761144,9780380000000.0,801,22294,953,9/10/2002,Charles Dickens,eng,Modern Library,750-999
31247,A Christmas Carol and Other Christmas Books,3.96,192806947,9780190000000.0,438,156,20,11/1/2007,Charles Dickens,eng,Oxford University Press  USA,250-499
31250,Little Dorrit,3.99,141439963,9780140000000.0,1021,38955,1044,9/25/2003,Charles Dickens,eng,Penguin Classics,>=1000
31253,Baseball: a Literary Anthology,4.24,193108209X,9781930000000.0,733,182,14,3/4/2002,Nicholas Dawidoff,eng,Library of America,500-749
31259,The Bourne Ultimatum (Jason Bourne  #3),4.05,752858491,9780750000000.0,725,52976,702,5/6/2004,Robert Ludlum,eng,Orion,500-749
31260,The Sigma Protocol,3.8,312982518,9780310000000.0,662,9567,252,10/13/2002,Robert Ludlum,eng,St. Martin's Paperbacks,500-749
31262,The Road to Gandolfo,3.64,553271091,9780550000000.0,320,5141,160,2/1/1992,Robert Ludlum,eng,Bantam,250-499
31267,The Arctic Event (Covert-One  #7),4.01,446699071,9780450000000.0,390,4414,127,9/26/2007,James H. Cobb,eng,Warner Books,250-499
31270,The Altman Code (Covert-One  #4),3.95,1593978863,9781590000000.0,0,5,1,9/30/2005,Gayle Lynds,eng,Audio Renaissance,<250
31271,The Matlock Paper,3.88,752858637,9780750000000.0,352,12533,80,8/24/2005,Robert Ludlum,eng,Orion Books,250-499
31294,Fat Pig,3.56,057121150X,9780570000000.0,112,2356,103,11/29/2004,Neil LaBute,en-US,Farrar  Straus and Giroux,<250
31299,Hickory Dickory Dock (Hercule Poirot  #32),3.75,1572705647,9781570000000.0,196,13515,368,12/7/2006,Agatha Christie,eng,AudioGO,<250
31300,A Caribbean Mystery (Miss Marple  #10),3.8,451199928,9780450000000.0,224,18590,770,3/1/2000,Agatha Christie,eng,Signet,<250
31302,Five Complete Miss Marple Novels: The Mirror Crack'd / A Caribbean Mystery / Nemesis / What Mrs. McGillicuddy Saw! / The Body in the Library,4.39,517035804,9780520000000.0,650,116,6,7/2/1990,Agatha Christie,eng,Avenel Books,500-749
31303,At Bertram's Hotel,3.7,451199936,9780450000000.0,224,239,15,3/1/2000,Agatha Christie,eng,Signet,<250
31304,Nemesis (Miss Marple  #12),3.85,451200187,9780450000000.0,224,18896,771,5/1/2000,Agatha Christie,eng,Signet,<250
31305,A Pocket Full of Rye: A BBC Radio 4 Full-Cast Dramatisation,3.86,792737369,9780790000000.0,2,38,3,4/1/2014,Agatha Christie,eng,Blackstone Audiobooks,<250
31306,Murder at the Vicarage (Miss Marple  #1),4.05,451201159,9780450000000.0,256,462,55,9/1/2000,Agatha Christie,eng,Signet,250-499
31307,Miss Marple Omnibus Vol. 3 (Murder at the Vicarage / Nemesis / Sleeping Murder / At Bertram's Hotel),4.32,6499619,9780010000000.0,688,138,5,7/10/1997,Agatha Christie,eng,Harper Collins,500-749
31312,The Dance of Anger,4.06,006074104X,9780060000000.0,239,16897,619,5/3/2005,Harriet Lerner,eng,William Morrow & Company,<250
31313,Dance of the Gods (Circle Trilogy  #2),4.15,515141666,9780520000000.0,321,25065,576,10/3/2006,Nora Roberts,eng,Jove,250-499
31314,Barnyard Dance,4.25,1563054426,9781560000000.0,24,21265,480,10/1/1993,Sandra Boynton,en-US,Workman Publishing Company,<250
31316,The Dance of Intimacy: A Woman's Guide to Courageous Acts of Change in Key Relationships,4.07,006091646X,9780060000000.0,255,7368,185,1/1/1989,Harriet Lerner,eng,William Morrow Paperbacks,250-499
31318,4:50 from Paddington / A Pocket Full of Rye (BBC Presents: Two Miss Marple Dramas),3.94,553525638,9780550000000.0,3,34,3,5/4/1999,Agatha Christie,eng,Random House Audio,<250
31331,Blood Canticle (The Vampire Chronicles #10),3.72,99460173,9780100000000.0,400,19036,325,11/4/2004,Anne Rice,eng,Arrow,250-499
31332,The Vampire Armand (The Vampire Chronicles  #6),3.76,345434803,9780350000000.0,457,59191,710,10/3/2000,Anne Rice,eng,Ballantine Books,250-499
31333,Violin,3.28,8466302204,9788470000000.0,289,15886,405,1/1/2002,Anne Rice,eng,Distribooks,250-499
31335,Cry to Heaven,3.85,345396936,9780350000000.0,566,18067,558,4/1/1995,Anne Rice,eng,Ballantine Books,500-749
31340,Lasher (Lives of the Mayfair Witches  #2),3.86,99471434,9780100000000.0,400,49367,661,11/4/2004,Anne Rice,eng,Arrow Books,250-499
31341,Blood And Gold (The Vampire Chronicles  #8),3.89,99271494,9780100000000.0,752,28012,436,11/7/2002,Anne Rice,eng,Arrow,750-999
31345,Hot Stuff (Cate Madigan #1),3.74,312941463,9780310000000.0,281,9285,404,4/3/2007,Janet Evanovich,en-US,St. Martin's Press,250-499
31350,Lovelock (Mayflower Trilogy  #1),3.47,031287751X,9780310000000.0,288,2150,85,2/1/2001,Orson Scott Card,en-US,St. Martins Press-3PL,250-499
31351,Treasure Box,3.33,006109398X,9780060000000.0,384,3646,189,10/1/1997,Orson Scott Card,eng,Harper,250-499
31352,Songmaster,3.74,312876629,9780310000000.0,352,6399,286,12/6/2002,Orson Scott Card,en-US,Orb Books,250-499
31353,Stone Tables,3.87,1573456632,9781570000000.0,448,1726,133,3/1/2000,Orson Scott Card,eng,Shadow Mountain,250-499
31356,William Faulkner: The Sound and the Fury and as I Lay Dying: Essays  Articles  Reviews,3.96,023112189X,9780230000000.0,192,4,0,12/27/2000,Nicolas Tredell,en-US,Columbia University Press,<250
31358,Hart's Hope,3.47,425058190,9780430000000.0,261,24,4,2/1/1983,Orson Scott Card,eng,Berkley,250-499
31360,Children of the Mind (Ender's Saga  #4),3.76,765304740,9780770000000.0,370,84877,1989,8/24/2002,Orson Scott Card,eng,Tor Books,250-499
31361,Maps in a Mirror: The Short Fiction of Orson Scott Card,4.01,765308401,9780770000000.0,675,2940,121,1/1/2004,Orson Scott Card,eng,Orb Books,500-749
31363,How to Write Science Fiction & Fantasy,3.9,158297103X,9781580000000.0,140,3408,264,9/15/2001,Orson Scott Card,eng,Writer's Digest Books,<250
31364,What Came Before He Shot Her (Inspector Lynley  #14),3.56,60545623,9780060000000.0,560,6669,668,10/17/2006,Elizabeth  George,eng,Harper,500-749
31365,With No One as Witness (Inspector Lynley  #13),4.04,60545615,9780060000000.0,784,9952,529,2/28/2006,Elizabeth  George,eng,Harper,750-999
31366,Deception on His Mind (Inspector Lynley  #9),4.05,553575090,9780550000000.0,716,8028,289,10/6/1998,Elizabeth  George,eng,Bantam Books,500-749
31371,Becoming a Woman of Beauty and Strength: Esther,4.27,736904891,9780740000000.0,160,80,14,1/1/2001,Elizabeth George,eng,Harvest House Publishers,<250
31373,In Pursuit of the Proper Sinner (Inspector Lynley  #10),4.1,553575104,9780550000000.0,718,10608,295,11/31/2000,Elizabeth  George,eng,Bantam Books,500-749
31378,A Woman's High Calling Growth and Study Guide,4.15,736904948,9780740000000.0,160,13,1,8/15/2001,Elizabeth George,eng,Harvest House Publishers,<250
31382,Living with Passion and Purpose: Luke (Woman After God's Own Heart),4.0,736908161,9780740000000.0,160,22,4,9/15/2005,Elizabeth George,eng,Harvest House Publishers,<250
31384,Loving God with All Your Mind,4.43,736913823,9780740000000.0,304,1488,77,1/1/2005,Elizabeth George,en-US,Harvest House Publishers,250-499
31386,Ariel Sharon: A Life,3.72,1400065879,9781400000000.0,490,40,6,10/24/2006,Nir Hefez,en-US,Random House  Inc.,250-499
31389,Life Management for Busy Woman: Growth and Study Guide,4.53,736910190,9780740000000.0,166,14,1,7/1/2002,Elizabeth George,en-GB,Harvest House Publishers,<250
31401,A Wife After God's Own Heart Growth and Study Guide,4.69,736911685,9780740000000.0,160,9,1,1/1/2004,Elizabeth George,eng,Harvest House Publishers,<250
31414,Lover of Unreason: Assia Wevill  Sylvia Plath's Rival and Ted Hughes' Doomed Love,3.92,786718617,9780790000000.0,280,639,75,12/26/2006,Yehuda Koren,eng,Da Capo Press,250-499
31420,The Journals of Sylvia Plath,4.31,571205216,9780570000000.0,752,106,9,6/13/2013,Sylvia Plath,eng,Faber & Faber,750-999
31421,Letters Home,4.2,571201156,9780570000000.0,502,2373,63,1/1/1999,Sylvia Plath,eng,Faber & Faber,500-749
31434,The Poetry of Sylvia Plath,4.25,231124279,9780230000000.0,202,27,0,8/29/2001,Claire Brennan,eng,Columbia University Press,<250
31437,Black Boy,4.05,60834005,9780060000000.0,432,88,12,11/29/2005,Richard Wright,en-US,Harper,250-499
31441,Angry Black White Boy,3.55,1400054877,9781400000000.0,352,614,77,3/8/2005,Adam Mansbach,eng,Broadway Books,250-499
31442,Bad Boys In Black Tie (Watson Brothers  #3),3.73,758207743,9780760000000.0,278,2164,70,5/1/2004,Lori Foster,eng,Brava,250-499
31456,The Twits,3.96,141318309,9780140000000.0,96,98823,2552,6/24/2004,Roald Dahl,eng,Puffin Books,<250
31462,Far from the Madding Crowd,3.94,451528565,9780450000000.0,400,340,33,10/1/2002,Thomas Hardy,eng,Signet Classics,250-499
31463,Far From the Madding Crowd,3.94,141439653,9780140000000.0,433,104912,3811,2/27/2003,Thomas Hardy,eng,Penguin Books,250-499
31465,Far From the Madding Crowd,3.94,019280149X,9780190000000.0,496,112,17,11/14/2002,Thomas Hardy,eng,Oxford University Press,250-499
31466,Far from the Madding Crowd,3.94,140620478,9780140000000.0,374,320,42,3/31/1994,Thomas Hardy,en-GB,Penguin Books,250-499
31472,Middlemarch: An Authoritative Text  Backgrounds  Reviews and Criticism,3.96,393092100,9780390000000.0,578,47,10,9/1/1977,George Eliot,eng,W. W. Norton & Company,500-749
31474,Slaughterhouse: The Shocking Story of Greed  Neglect  And Inhumane Treatment Inside the U.S. Meat Industry,4.35,1591024501,9781590000000.0,328,1250,144,11/1/2006,Gail A. Eisnitz,en-US,Prometheus Books,250-499
31476,A Dance At The Slaughterhouse (Matthew Scudder  #9),4.18,380813734,9780380000000.0,294,3351,147,7/3/2000,Lawrence Block,eng,Harper Paperbacks,250-499
31478,Slaughterhouse Blues: The Meat and Poultry Industry in North America,3.46,534613039,9780530000000.0,172,27,1,4/17/2003,Donald D. Stull,en-US,Wadsworth Publishing Company,<250
31481,Inky The Indigo Fairy (Rainbow Magic  #6),3.79,043974685X,9780440000000.0,80,2042,59,1/1/2006,Daisy Meadows,en-US,Scholastic Paperbacks,<250
31482,Sunny The Yellow Fairy (Rainbow Magic  #3),3.82,439744660,9780440000000.0,67,2364,67,7/1/2005,Daisy Meadows,en-US,Little Apple,<250
31483,Sky The Blue Fairy (Rainbow Magic  #5),3.83,439746841,9780440000000.0,80,2267,82,11/1/2005,Daisy Meadows,en-US,Scholastic Paperbacks,<250
31484,Heather The Violet Fairy (Rainbow Magic  #7),3.86,439746868,9780440000000.0,80,2263,82,2/1/2006,Daisy Meadows,en-US,Scholastic Paperbacks,<250
31486,Ruby the Red Fairy (Rainbow Magic  #1),3.84,043973861X,9780440000000.0,65,4334,319,5/1/2005,Daisy Meadows,en-US,Scholastic Inc.,<250
31487,Unweaving the Rainbow: Science  Delusion and the Appetite for Wonder,4.02,618056734,9780620000000.0,352,9377,189,4/5/2000,Richard Dawkins,eng,Mariner Books,250-499
31488,The Rainbow Goblins,4.42,500277591,9780500000000.0,32,1417,149,6/17/1978,Ul De Rico,eng,Thames  Hudson,<250
31490,The Serpent and the Rainbow,3.91,684839296,9780680000000.0,304,3373,293,8/5/1997,Wade Davis,en-US,Simon  Schuster,250-499
31491,The Rainbow,3.69,451530306,9780450000000.0,544,15840,462,5/5/2009,D.H. Lawrence,eng,Signet,500-749
31493,Standing in the Rainbow (Elmwood Springs  #2),4.04,345452887,9780350000000.0,560,13592,897,8/3/2004,Fannie Flagg,eng,Ballantine Books,500-749
31502,The Scarlet Pimpernel,4.07,743487745,9780740000000.0,358,348,67,7/1/2004,Emmuska Orczy,en-US,Simon  Schuster,250-499
31505,Adventures of the Scarlet Pimpernel,4.03,899664598,9780900000000.0,256,15,0,12/1/1983,Emmuska Orczy,eng,Buccaneer Books,250-499
31507,Love's Enduring Promise (Love Comes Softly  #2),4.19,764228498,9780760000000.0,239,10835,311,11/1/2003,Janette Oke,eng,Bethany House Publishers,<250
31548,Of Human Bondage,4.13,451530179,9780450000000.0,684,37531,2201,1/2/2007,W. Somerset Maugham,eng,Signet,500-749
31555,Phantoms in the Brain: Probing the Mysteries of the Human Mind,4.26,688172172,9780690000000.0,352,15190,532,8/18/1999,V.S. Ramachandran,eng,William Morrow Paperbacks,250-499
31569,Mangoes & Curry Leaves: Culinary Travels Through the Great Subcontinent,4.18,1579652522,9781580000000.0,416,631,23,11/1/2005,Jeffrey Alford,eng,Artisan,250-499
31570,Curry: A Tale of Cooks and Conquerors,3.9,195172418,9780200000000.0,315,753,111,2/6/2006,Lizzie Collingham,eng,Oxford University Press  USA,250-499
31573,50 Great Curries of India,4.15,1904920357,9781900000000.0,224,209,29,12/30/2005,Camellia Panjabi,eng,Kyle Books,<250
31578,Curries Without Worries,3.93,446670782,9780450000000.0,160,35,4,3/1/1996,Sudha Koul,eng,Grand Central Publishing,<250
31580,In Search of Duende,4.3,811213765,9780810000000.0,99,616,36,4/17/1998,Federico García Lorca,eng,New Directions,<250
31582,The Selected Poems of Federico García Lorca,4.32,811200914,9780810000000.0,180,236,23,6/1/1955,Federico García Lorca,mul,New Directions Publishing Corporation,<250
31591,Lorca & Jimenez: Selected Poems,4.34,807062138,9780810000000.0,208,114,8,4/30/1997,Federico García Lorca,eng,Beacon Press,<250
31607,Also sprach Zarathustra: Ein Buch für Alle und Keinen.,4.06,337901706X,9783380000000.0,371,2,0,7/1/2000,Friedrich Nietzsche,ger,Reclam  Leipzig,250-499
31611,Seminar on Nietzsche's Zarathustra,4.38,691017387,9780690000000.0,352,19,2,11/23/1997,C.G. Jung,eng,Princeton University Press,250-499
31615,The Polar Express,4.3,061861169X,9780620000000.0,32,88,13,10/19/2005,Chris Van Allsburg,en-US,HMH Books for Young Readers,<250
31619,Trip To The North Pole (The Polar Express: The Movie),3.62,061847790X,9780620000000.0,128,55,7,10/12/2004,Ellen Weiss,eng,HMH Books for Young Readers,<250
31623,Blow Fly (Kay Scarpetta  #12),3.77,425198731,9780430000000.0,467,31942,732,9/7/2004,Patricia Cornwell,eng,Berkley,250-499
31626,The Gift of the Magi and Other Short Stories,4.15,486270610,9780490000000.0,96,4616,133,2/5/1992,O. Henry,eng,Dover Publications,<250
31628,James and the Giant Peach,4.01,553150324,9780550000000.0,154,215,16,1/1/1978,Roald Dahl,eng,Bantam Skylark,<250
31637,Ten Short Stories Book & Cd Pack (Penguin Student Editions),3.84,140817786,9780140000000.0,208,9,0,3/30/2000,Roald Dahl,eng,Penguin Classics,<250
31638,The Ultramarines Omnibus (Ultramarines #1-3),3.97,1844164039,9781840000000.0,768,1691,67,12/19/2008,Graham McNeill,eng,Games Workshop,750-999
31641,Star Wars Omnibus: X-Wing Rogue Squadron  Vol. 2,3.88,1593076193,9781590000000.0,288,325,12,10/24/2006,Michael A. Stackpole,eng,Dark Horse Comics,250-499
31644,The Soul Drinkers Omnibus (Soul Drinkers #1-3),3.77,1844164160,9781840000000.0,767,790,37,12/26/2006,Ben Counter,eng,Games Workshop(uk),750-999
31647,James and the Giant Peach,4.01,141311355,9780140000000.0,160,1251,91,4/5/1998,Roald Dahl,eng,Puffin,<250
31648,James and the Giant Peach: a Play,4.0,142407917,9780140000000.0,91,344,22,2/1/2007,Richard R. George,en-GB,Puffin Books,<250
31649,James & The Giant Peach (Disney's),4.03,140382976,9780140000000.0,48,1073,32,7/4/1996,Roald Dahl,eng,Puffin,<250
31659,The Progress of Love,4.14,375724702,9780380000000.0,320,2128,115,12/12/2000,Alice Munro,eng,Vintage,250-499
31669,A Memoir of Jane Austen and Other Family Recollections,3.83,192840746,9780190000000.0,352,892,33,12/5/2002,J.E. Austen Leigh,eng,Oxford University Press,250-499
31670,The Jane Austen Cookbook,3.93,771014171,9780770000000.0,128,275,26,5/10/2002,Maggie Black,eng,McClelland & Stewart,<250
31672,The Complete Novels,4.55,143039504,9780140000000.0,1278,425,39,3/28/2006,Jane Austen,eng,Penguin Classics,>=1000
31673,The Cambridge Companion to Jane Austen,4.09,521498678,9780520000000.0,251,320,21,5/13/1997,Edward Copeland,en-US,Cambridge University Press,250-499
31676,The Man Who Loved Jane Austen (The Man Who Loved Jane Austen #1),3.37,075821037X,9780760000000.0,303,1745,229,4/1/2006,Sally Smith O'Rourke,eng,Kensington,250-499
31678,Jane Austen: A Life,3.85,143035169,9780140000000.0,192,2279,173,5/31/2005,Carol Shields,eng,Penguin Books,<250
31692,The Complete Novels of Jane Austen,4.55,1840220554,9781840000000.0,1431,924,28,1/5/2005,Jane Austen,eng,Wordsworth Editions,>=1000
31693,Persuasion,4.14,141439688,9780140000000.0,325,5236,544,4/29/2003,Jane Austen,eng,Penguin Classics,250-499
31694,The History of England,3.89,1565120558,9781570000000.0,60,991,88,1/10/1993,Jane Austen,eng,Algonquin Books,<250
31695,Jane and the Wandering Eye (Jane Austen Mysteries  #3),3.86,553578170,9780550000000.0,320,1999,112,11/3/2009,Stephanie Barron,eng,Bantam,250-499
31698,Dante: Poet of the Secular World,4.25,1590172191,9781590000000.0,202,169,13,1/16/2007,Erich Auerbach,eng,NYRB Classics,<250
31722,Me Alquilo Para Soñar (Taller de Guión  #62),3.83,1400092965,9781400000000.0,224,141,17,3/2/2004,Gabriel García Márquez,spa,Debolsillo,<250
31728,Silent Running,4.17,047119705X,9780470000000.0,320,344,28,10/15/1997,James F. Calvert,eng,Wiley,250-499
31740,La increíble y triste historia de la cándida Eréndira y de su abuela desalmada,3.9,9681317084,9789680000000.0,157,90,7,5/30/2004,Gabriel García Márquez,spa,Editorial Diana,<250
31742,The Story of a Shipwrecked Sailor,3.78,067972205X,9780680000000.0,128,462,44,3/13/1989,Gabriel García Márquez,eng,Vintage,<250
31761,El Dia Que Nietzsche Lloró,4.32,9875801445,9789880000000.0,445,66,4,10/24/2006,Irvin D. Yalom,spa,Planeta,250-499
31763,Zur Genealogie der Moral,4.11,3150071232,9783150000000.0,187,103,4,1/31/1998,Friedrich Nietzsche,ger,Reclam,<250
31784,Nietzche and Philosophy,4.17,231138768,9780230000000.0,256,50,1,5/16/2006,Gilles Deleuze,eng,Columbia University Press,250-499
31785,The Will to Power,4.05,394704371,9780390000000.0,575,7931,132,8/17/2011,Friedrich Nietzsche,eng,Vintage Books,500-749
31795,The Story of Philosophy: The Lives and Opinions of the World's Greatest Philosophers,4.12,671739166,9780670000000.0,704,10553,550,1/1/1991,Will Durant,eng,Pocket Books,500-749
31800,The Oxford Companion to Philosophy,4.15,199264791,9780200000000.0,1056,51,3,5/26/2005,Ted Honderich,en-GB,Oxford University Press  USA,>=1000
31802,South Park and Philosophy: You Know  I Learned Something Today,3.43,1405161604,9781410000000.0,273,1135,37,11/22/2006,Robert Arp,eng,Blackwell Publishers,250-499
31804,Superheroes and Philosophy: Truth  Justice  and the Socratic Way,3.87,812695739,9780810000000.0,300,754,38,4/20/2005,Tom Morris,en-US,Open Court,250-499
31813,The Simpsons and Philosophy: The D'oh! of Homer,3.47,812694333,9780810000000.0,256,2039,135,2/28/2001,William Irwin,eng,Open Court,250-499
31814,Philosophy for Dummies,3.65,764551531,9780760000000.0,361,532,47,9/17/1999,Tom Morris,eng,For Dummies,250-499
31818,The Philosophy of Andy Warhol (From A to B and Back Again),3.74,156717204,9780160000000.0,272,33697,402,4/6/1977,Andy Warhol,eng,Mariner Books,250-499
31819,Harry Potter and Philosophy: If Aristotle Ran Hogwarts,4.48,812694554,9780810000000.0,243,11422,78,9/10/2004,David Baggett,eng,Open Court,<250
31822,Philosophy of Religion: An Anthology,3.94,534543642,9780530000000.0,582,97,7,5/7/2002,Louis P. Pojman,en-US,Wadsworth Publishing Company,500-749
31823,A History of Philosophy 1: Greece and Rome,4.1,826468950,9780830000000.0,544,20,4,6/1/2003,Frederick Charles Copleston,en-GB,Bloomsbury Academic,500-749
31826,Western Philosophy: An Anthology,4.04,631186271,9780630000000.0,656,71,7,11/14/1996,John Cottingham,eng,Wiley-Blackwell,500-749
31833,Star Wars and Philosophy: More Powerful than You Can Possibly Imagine,4.05,812695836,9780810000000.0,227,1774,35,3/23/2005,Kevin S. Decker,eng,Open Court,<250
31836,Bullshit and Philosophy,3.68,812696115,9780810000000.0,288,72,9,10/25/2006,Gary L. Hardcastle,en-US,Open Court,250-499
31837,The Consolation of Philosophy,3.98,140447806,9780140000000.0,192,8318,373,11/25/1999,Boethius,eng,Penguin Classics,<250
31839,Philosophy of Mind: Classical and Contemporary Readings,4.08,019514581X,9780200000000.0,675,435,14,7/25/2002,David J. Chalmers,eng,Oxford University Press  USA,500-749
31842,The Undead and Philosophy: Chicken Soup for the Soulless,3.7,812696018,9780810000000.0,288,196,18,8/29/2006,Richard V. Greene,en-US,Open Court,250-499
31849,Philosophy in a Time of Terror: Dialogues with Jürgen Habermas and Jacques Derrida,3.89,226066665,9780230000000.0,208,439,17,9/1/2004,Jürgen Habermas,eng,University of Chicago Press,<250
31851,An Introduction to Political Philosophy,4.11,019929609X,9780200000000.0,215,767,44,3/1/2006,Jonathan Wolff,eng,Oxford University Press  USA,<250
31853,A Source Book in Indian Philosophy,4.13,691019584,9780690000000.0,720,148,7,4/21/1967,Sarvepalli Radhakrishnan,eng,Princeton University Press,500-749
31854,Philosophy: The Basics,3.84,203506413,9780420000000.0,169,830,70,7/1/2004,Nigel Warburton,eng,Routledge,<250
31855,A Young Person's Guide To Philosophy,3.92,789430746,9780790000000.0,64,58,8,9/21/1998,Jeremy Weate,eng,DK Children,<250
31856,Philosophy in the Flesh: The Embodied Mind and its Challenge to Western Thought,4.07,465056741,9780470000000.0,640,1145,56,10/8/1999,George Lakoff,eng,Basic Books,500-749
31860,Practical Philosophy,4.1,521654084,9780520000000.0,704,288,3,12/8/1999,Immanuel Kant,eng,Cambridge University Press,500-749
31862,Discourse on Method and Meditations on First Philosophy,3.71,872204200,9780870000000.0,103,24689,326,6/15/1999,René Descartes,eng,Hackett Publishing Company  Inc.,<250
31864,Readings in Classical Chinese Philosophy,3.99,872207803,9780870000000.0,416,341,21,12/1/2005,Philip J. Ivanhoe,eng,Hackett Publishing Company  Inc.,250-499
31868,Logic and Philosophy: A Modern Introduction,3.78,495128449,9780500000000.0,525,9,0,6/1/2006,Alan Hausman,eng,Cengage Learning,500-749
31871,History of Political Philosophy,4.17,226777103,9780230000000.0,980,441,27,11/30/1987,Leo Strauss,eng,University of Chicago Press,750-999
31875,What Is Ancient Philosophy?,4.19,674013735,9780670000000.0,384,400,42,3/15/2004,Pierre Hadot,eng,Belknap Press,250-499
31876,Lectures on the History of Philosophy 1: Greek Philosophy to Plato,4.05,803272715,9780800000000.0,487,54,5,6/1/1995,Georg Wilhelm Friedrich Hegel,en-GB,University of Nebraska Press,250-499
31878,Seinfeld and Philosophy,3.5,812694090,9780810000000.0,224,914,50,8/20/1999,William Irwin,en-US,Open Court,<250
31880,Introduction to the Philosophies of Research and Criticism in Education and the Social Sciences,2.75,130422533,9780130000000.0,360,4,1,10/18/2004,James   Paul,eng,Pearson,250-499
31881,Introducing Philosophy,3.56,184046576X,9781840000000.0,176,241,21,8/8/2000,Dave Robinson,en-GB,Icon Books,<250
31882,The Matrix and Philosophy: Welcome to the Desert of the Real,3.91,081269502X,9780810000000.0,280,1947,71,8/28/2002,William Irwin,eng,Open Court,250-499
31891,A Short History of Modern Philosophy (Routledge Classics),3.8,415267633,9780420000000.0,328,348,23,11/11/2001,Roger Scruton,eng,Routledge,250-499
31894,Ancient Philosophy,3.98,198752725,9780200000000.0,341,260,20,11/30/2006,Anthony Kenny,eng,Oxford University Press  USA,250-499
31898,Woody Allen and Philosophy: [You Mean My Whole Fallacy Is Wrong?],3.75,812694538,9780810000000.0,250,293,9,8/9/2004,Mark T. Conard,eng,Open Court,250-499
31899,Three Philosophies of Life: Ecclesiastes—Life As Vanity  Job—Life As Suffering  Song of Songs—Life As Love,4.3,898702623,9780900000000.0,140,437,52,6/1/1990,Peter Kreeft,eng,Ignatius Press,<250
31904,Philosophy of Religion,3.68,136626289,9780140000000.0,160,180,11,11/20/1989,John Harwood Hick,en-US,Pearson,<250
31910,Early Greek Philosophy,4.09,140448152,9780140000000.0,336,2088,44,9/26/2002,Jonathan Barnes,eng,Penguin Books,250-499
31911,Contemporary Political Philosophy,4.0,198782748,9780200000000.0,512,594,17,10/25/2001,Will Kymlicka,eng,Oxford University Press  USA,500-749
31912,Buffy the Vampire Slayer and Philosophy: Fear and Trembling in Sunnydale,4.06,812695313,9780810000000.0,335,2519,85,3/13/2003,James B. South,eng,Open Court,250-499
31916,Philosophy: The Classics,3.89,415356296,9780420000000.0,257,337,26,7/9/1998,Nigel Warburton,eng,Routledge,250-499
31917,The Oxford Handbook of Philosophy of Mathematics and Logic,4.25,195325923,9780200000000.0,832,19,1,3/1/2007,Stewart Shapiro,eng,Oxford University Press  USA,750-999
31923,Three Books of Occult Philosophy,4.1,875428320,9780880000000.0,1024,1245,28,1/8/1992,Cornelius Agrippa,eng,Llewellyn Publications,>=1000
31925,Philosophy Made Simple,3.39,031601334X,9780320000000.0,304,501,84,3/1/2007,Robert Hellenga,eng,Back Bay Books,250-499
31929,The Philosophy of Biology,3.89,198752121,9780200000000.0,784,14,3,8/27/1998,David L. Hull,eng,Oxford University Press  USA,750-999
31938,Ten Great Works of Philosophy,3.74,451528301,9780450000000.0,592,95,11,3/1/2002,Robert Paul Wolff,en-US,Signet,500-749
31947,Philosophy and the Mirror of Nature,4.01,691020167,9780690000000.0,424,2815,48,1/21/1981,Richard M. Rorty,eng,Princeton University Press,250-499
31960,The Best American Sports Writing 2003,3.87,618251324,9780620000000.0,352,53,2,10/10/2003,Buzz Bissinger,eng,Mariner Books,250-499
31968,Walking the Bible: A Journey by Land Through the Five Books of Moses,3.87,60838639,9780060000000.0,451,2539,331,8/2/2005,Bruce Feiler,eng,William Morrow Paperbacks,250-499
31974,Mac OS X: Tiger Edition (The Missing Manual),3.79,596009410,9780600000000.0,864,96,6,7/19/2005,David Pogue,eng,O'Reilly Media,750-999
31975,Astonishing X-Men  Volume 2: Dangerous,4.19,078511677X,9780790000000.0,152,10769,282,6/27/2007,Joss Whedon,eng,Marvel,<250
