Level,Offers Remote,Publish Time,Salary,Title,Close Time,State,Collaboration Type
J,True,2021-02-08 16:51:32,,توسعه‌دهنده Node.js,2021-04-03 03:00:12,C,FT
S,False,2020-11-30 11:07:33,<12MT,توسعه‌دهنده ارشد ++C,2021-01-30 03:00:11,A,FT
J,True,2021-02-08 16:48:44,,توسعه‌دهنده React Native,2021-04-03 03:00:12,C,FT
S,False,2021-02-08 16:46:55,,طراح UI/UX,2021-04-03 03:00:12,C,FT
S,False,2021-01-30 17:05:26,<12MT,توسعه‌دهنده ارشد ++C,2021-03-14 11:41:34,A,FT
J,False,2021-02-08 16:45:07,,برنامه‌نویس React Native,2021-04-03 03:00:12,C,FT
S,False,2021-02-08 16:44:29,,توسعه‌دهنده Back-end,2021-04-03 03:00:12,C,FT
J,False,2021-03-15 16:19:33,,برنامه‌نویس#C,2021-04-08 12:33:49,A,FT
S,False,2021-02-08 10:48:58,,اسکرام مستر ( Scrum Master ),2021-04-03 03:00:12,C,FT
M,True,2021-03-14 11:57:33,>12MT,PHP Developer,2021-03-16 10:58:23,C,FT
S,True,2021-02-08 10:48:26,,Back-end Developer,2021-04-03 03:00:12,C,FT
S,True,2021-04-03 08:55:58,,برنامه‌نویس Vue.js,2021-05-15 03:00:11,C,FT
S,False,2021-03-14 14:21:03,,برنامه‌نویس Node.js,2021-04-30 03:00:11,C,PR
S,True,2021-03-14 14:11:46,,machine learnning,2021-04-30 03:00:11,C,FT
J,False,2021-02-17 13:21:14,,برنامه‌نویس موبایل با فلاتر,2021-03-14 15:29:17,A,FT
J,False,2021-02-18 10:42:41,,کارشناس پشتیبانی و استقرار نرم افزار,2021-03-14 15:29:50,A,FT
S,False,2021-03-14 11:40:44,<6MT,کارشناس پشتیبانی سایت,2021-03-14 16:17:49,C,FT
S,False,2020-11-18 13:48:37,,توسعه‌دهنده‌ React,2021-01-18 03:00:10,A,FT
S,True,2021-02-20 17:39:33,,طراحی کاربری UI/UX,2021-03-14 19:17:26,C,PR
S,False,2021-06-09 09:49:12,>12MT,Senior Front-end Developer (Angular),,PB,PT
S,False,2021-06-20 16:20:15,,توسعه‌دهنده ارشد iOS,,PB,FT
S,True,2021-04-24 14:41:25,,برنامه‌نویس Back-end,2021-04-27 17:02:03,C,FT
S,True,2021-04-03 08:58:00,<8MT,برنامه‌نویس (C# (ArcGIS SDK,2021-05-15 03:00:11,C,FT
I,True,2021-04-24 17:17:38,<4MT,کارآموز برنامه‌نویس بک اند .NET Core,2021-06-04 03:00:11,C,FT
S,False,2021-03-15 09:12:17,,کارشناس ارشد کامپیوتر (سخت افزار),2021-04-30 03:00:11,C,FT
J,False,2021-06-09 09:52:15,,برنامه‌نویس .NET جهت امریه سربازی,,PB,FT
J,True,2020-09-05 16:27:05,<8MT,Front-end Developer,2020-11-05 03:00:09,A,FT
S,True,2020-06-28 11:05:09,<8MT,توسعه‌دهنده اندروید,2020-08-23 14:34:06,A,FT
J,False,2021-03-15 11:21:38,,توسعه‌دهنده React Native,2021-03-16 12:17:18,C,FT
J,True,2020-06-13 12:12:12,<6MT,Front-end Developer,2020-08-13 03:00:09,A,FT
S,True,2019-11-10 11:24:29,<6MT,مدیر محصول,2020-01-05 16:45:08,A,FT
J,True,2021-05-23 16:40:45,<12MT,برنامه‌نویس Front-end,,PB,FT
S,False,2021-05-15 15:07:20,,مدیر محصول,2021-06-12 12:58:56,C,FT
S,True,2021-02-22 10:48:34,>12MT,بک‌اند (Senior Back-end Developer),2021-04-14 03:00:11,A,FT
J,False,2021-04-20 16:00:26,,توسعه‌دهنده وردپرس,2021-05-31 03:00:12,C,FT
J,False,2021-06-07 10:37:09,,توسعه‌دهنده Front-end,,PB,FT
S,False,2021-04-03 11:06:52,<12MT,Senior Back-end Developer (Java),2021-05-09 13:16:43,C,FT
J,False,2021-04-05 10:02:12,,برنامه‌نویس React Native (رشت),2021-05-17 03:00:12,C,FT
S,True,2021-06-09 09:48:53,,Senior Software Engineer,,PB,FT
J,False,2021-04-03 11:07:08,,توسعه‌دهنده Back-end,2021-05-15 03:00:11,C,FT
J,True,2021-05-15 15:08:00,,Net) Back-end Developer.),2021-06-12 12:58:10,C,FT
J,False,2021-04-20 14:12:02,,توسعه‌دهنده سمت سرور,2021-05-31 03:00:12,C,FT
J,True,2021-04-03 12:50:57,,برنامه‌نویس #C,2021-05-15 03:00:11,C,FT
S,False,2021-05-23 11:01:39,,توسعه‌دهنده Flutter,,PB,FT
J,False,2021-04-05 10:02:25,,برنامه‌نویس PHP (رشت),2021-04-17 16:28:30,C,FT
J,False,2021-02-16 16:57:09,,برنامه‌نویس مسلط به QT,2021-04-09 03:00:11,C,FT
J,True,2021-05-15 16:22:48,<8MT,توسعه‌دهنده Front-end,2021-05-20 12:04:15,A,FT
J,False,2021-04-03 12:51:15,,برنامه‌نویس فرانت اند Angular,2021-05-15 03:00:11,C,FT
S,False,2021-02-18 11:11:33,,متخصص طراحی وب (Front-end),2021-03-17 12:38:53,C,FT
S,False,2021-06-09 09:53:22,>12MT,(Back-end Developer (ASP.NET Core,,PB,FT
J,True,2021-05-20 19:38:19,,Blockchain Development,,PB,PR
J,False,2021-02-18 10:46:17,,توسعه‌دهنده Flutter,2021-04-11 03:00:11,C,PT
J,True,2021-04-18 20:07:14,<6MT,برنامه‌نویس Back-end,2021-04-20 15:32:48,C,FT
J,False,2021-01-16 11:17:43,<8MT,برنامه‌نویس PHP (امریه دانش بنیان),2021-03-16 03:00:11,C,FT
S,False,2021-01-16 11:13:17,,برنامه‌نویس ویندوز C#,2021-03-16 03:00:11,C,FT
S,False,2021-01-16 11:07:22,<6MT,برنامه‌نویس لاراول,2021-03-16 03:00:11,C,FT
S,False,2021-01-16 11:06:03,,توسعه‌دهنده سخت افزار اینترنت اشیاء,2021-03-16 03:00:11,C,FT
J,True,2021-03-16 10:20:09,<6MT,برنامه‌نویس nodejs (شیراز),2021-05-01 03:00:11,C,FT
J,False,2021-04-03 11:38:02,,برنامه‌نویس Back-end آشنا به Django,2021-05-02 17:11:02,C,FT
J,False,2021-04-11 12:02:49,<6MT,توسعه‌دهنده Back-end,2021-05-22 03:00:12,C,FT
J,True,2021-01-17 14:47:59,<6MT,کارشناس Devops,2021-03-17 03:00:11,C,FT
S,False,2021-04-06 10:07:00,<8MT,کارشناس ارشد توسعه نرم‌افزار,2021-05-03 09:25:02,C,FT
J,False,2021-03-31 11:18:18,<4MT,توسعه‌دهنده Web API / Web Service,2021-05-13 03:00:12,C,FT
J,False,2021-01-17 14:50:34,<6MT,متخصص WebRTC,2021-03-17 03:00:11,C,FT
M,False,2021-04-11 12:03:03,<8MT,توسعه‌دهنده Front-end,2021-05-22 03:00:12,C,FT
S,True,2021-04-11 10:50:23,,توسعه‌دهنده Front-end - آقا,2021-05-01 11:17:38,A,FT
S,False,2021-06-20 15:24:53,,برنامه‌نویس (Front-end (Angular,,PB,FT
S,True,2021-04-26 10:54:39,<6MT,توسعه‌دهنده ارشد Front-end(React),2021-06-06 03:00:13,A,FT
J,False,2021-04-11 12:10:42,,کارشناس کنترل پروژه (Scrum Master),2021-04-27 16:36:04,C,FT
S,False,2021-02-18 11:12:36,,کارشناس پایگاه داده و سیستم عامل,2021-03-17 12:38:36,C,FT
S,False,2021-02-18 11:12:14,,برنامه‌نویس C#,2021-03-17 12:38:41,C,FT
J,False,2021-02-18 11:10:41,,کارشناس تست و مستندسازی نرم افزار,2021-03-17 12:39:00,C,FT
J,False,2021-03-08 09:04:27,,برنامه‌نویس Back-end آشنا به Django,2021-04-03 11:32:32,C,FT
S,False,2021-03-17 15:08:06,,متخصص تحلیل و طراحی نرم‏‌افزار,2021-04-18 13:51:54,A,FT
S,False,2021-01-31 23:18:14,,برنامه‌نویس ASP.NET Core,2021-03-28 03:00:11,A,FT
S,False,2021-05-02 13:37:14,,توسعه‌دهنده Back-end,2021-06-12 03:00:13,C,FT
S,False,2021-04-05 11:48:54,,Back-end Developer,2021-04-06 10:21:51,C,FT
S,False,2021-03-17 15:09:56,,برنامه‌نویس C#,2021-04-18 13:49:06,C,FT
S,False,2021-03-09 19:25:55,,پردازش تصویر,2021-04-26 03:00:11,C,FT
S,True,2021-03-09 18:01:35,,Front-end Developer,2021-04-26 03:00:11,C,PT
J,False,2021-03-17 15:10:45,,کارشناس تست و مستندسازی نرم افزار,2021-04-17 09:11:32,C,FT
S,False,2021-03-17 15:10:13,,معمار ارشد نرم‌افزارهای Net.,2021-04-18 13:48:32,C,PT
S,False,2021-04-20 16:02:14,,برنامه‌نویس فول استک,2021-05-31 03:00:12,C,FT
S,True,2021-06-09 10:34:53,,توسعه‌دهنده اندروید Android Developer,,PB,FT
S,False,2021-04-11 15:45:24,,Data Platform Architect,2021-05-22 03:00:12,C,FT
J,False,2021-03-09 16:44:31,,متخصص هوش مصنوعی,2021-04-26 03:00:11,C,FT
J,True,2021-03-09 15:15:44,,توسعه‌دهنده Back-end,2021-04-26 03:00:12,C,FT
J,False,2021-03-09 14:15:54,>12MT,برنامه‌نویس Full Stack,2021-04-26 03:00:12,C,FT
S,False,2021-03-14 11:41:34,>12MT,Senior Java Developer,2021-04-30 03:00:11,C,FT
J,False,2021-05-15 16:35:31,,full-stack Developer,2021-06-25 03:00:12,C,FT
J,False,2021-04-20 16:01:02,,برنامه‌نویس Back-end,2021-04-24 14:15:39,C,FT
S,False,2021-05-23 14:19:45,<12MT,توسعه‌دهنده ارشد Back-end,,PB,FT
J,False,2021-05-24 17:23:06,<6MT,برنامه‌نویس React) Front-end),,PB,FT
J,True,2021-02-13 15:35:38,,برنامه‌نویس لاراول,2021-04-07 03:00:11,C,FT
J,False,2021-06-09 12:13:58,,کارشناس پشتیبان نرم افزار,,PB,FT
S,True,2021-02-13 09:26:51,<6MT,توسعه‌دهنده Front-end,2021-04-07 03:00:11,C,PT
J,True,2021-02-13 09:26:07,,توسعه‌دهنده Front-end,2021-04-07 03:00:11,C,FT
J,True,2021-02-13 09:20:41,,توسعه‌دهنده بک‌اند - لاراول,2021-04-07 03:00:11,C,FT
I,False,2020-11-25 12:25:51,<1MT,کارآموز Front-end,2020-12-16 10:17:33,A,FT
S,True,2021-04-20 17:56:52,,UI/UX designer | طراح رابط کاربری,2021-06-05 03:00:13,A,FT
I,False,2021-04-07 11:37:13,,کارآموز Angular) Front-end),2021-05-19 03:00:11,C,PT
J,False,2021-04-26 10:55:29,>12MT,توسعه‌دهنده Back-end) Java/JEE),2021-06-06 03:00:13,C,FT
S,True,2021-06-20 18:20:18,,توسعه‌دهنده WordPress,,PB,PT
J,False,2021-04-27 17:57:02,<8MT,برنامه‌نویس Node.js,2021-06-07 03:00:21,C,FT
J,False,2021-05-23 16:37:25,,Back-end Developer,,PB,FT
S,False,2021-04-07 12:47:39,,BI Analyst,2021-04-19 10:26:11,C,FT
S,False,2021-04-07 12:49:00,<12MT,Senior Full-Stack Developer,2021-05-19 03:00:11,C,FT
S,False,2021-05-24 17:24:15,,مهندس مه‌داده (Big Data),,PB,FT
S,True,2021-03-21 15:00:38,,Senior PHP Developer,2021-05-05 03:00:11,C,FT
S,True,2021-03-21 14:58:32,,Front-end Developer,2021-05-05 03:00:11,C,FT
S,True,2021-03-21 14:57:29,,React Native Developer,2021-05-05 03:00:11,C,FT
S,False,2021-04-20 17:09:22,,کارشناس آموزش و استقرار نرم افزار,2021-05-31 03:00:12,C,FT
S,False,2019-12-16 13:56:41,,پشتیبانی / توسعه‌دهنده PHP,2020-02-08 10:55:47,A,FT
S,False,2021-04-07 14:15:00,,توسعه‌دهنده Back-end,2021-05-19 03:00:11,C,PR
S,False,2021-06-09 11:23:13,,کارشناس توسعه‌دهنده پایتون,,PB,FT
S,False,2021-04-06 20:29:13,,توسعه‌دهنده C++,2021-05-18 03:00:11,C,FT
S,False,2021-04-20 17:08:49,,پشتیبان نرم افزار,2021-05-31 03:00:12,C,FT
S,False,2021-04-26 10:56:10,,طراح وب,2021-06-06 03:00:13,C,FT
J,True,2021-04-11 15:46:55,,ML/DL Developer,2021-05-22 03:00:12,C,FT
J,False,2021-04-11 11:59:18,,توسعه‌دهنده Flutter,2021-05-22 03:00:12,C,FT
J,False,2021-05-23 16:38:48,,Software Tester,,PB,FT
J,True,2021-05-19 22:06:52,,طراح گرافیک (Graphic Designer),,PB,PT
J,True,2021-04-27 18:11:53,,مربی برنامه‌نویسی (دورکاری،پاره وقت),2021-06-07 03:00:21,C,PT
I,False,2021-05-02 13:37:28,,کارآموز اسکرام مستر,2021-06-12 03:00:13,C,FT
J,True,2021-04-06 08:12:05,<12MT,برنامه‌نویس Front-end,2021-05-18 03:00:12,A,FT
J,False,2021-05-07 14:15:17,<12MT,برنامه‌نویس Node.js,2021-06-09 12:11:07,C,FT
S,False,2021-02-15 18:21:51,<8MT,برنامه‌نویس NodeJs,2021-04-08 03:00:12,C,FT
S,False,2021-02-15 18:20:31,<8MT,برنامه‌نویس React,2021-04-08 03:00:12,C,FT
J,False,2021-02-15 11:39:52,,طراح UI/UX,2021-04-08 03:00:12,C,FT
J,False,2021-02-15 11:07:01,<6MT,توسعه‌دهنده Back-end,2021-04-08 03:00:12,C,FT
J,True,2021-02-15 11:01:24,,برنامه‌نویس Full-Stack,2021-04-08 03:00:12,C,FT
J,False,2021-02-15 11:01:04,<6MT,فرانت اند کار Reactjs,2021-04-08 03:00:12,C,FT
J,False,2021-02-15 11:00:44,,کارشناس توسعه‌‌دهنده اندروید (پردیس),2021-04-08 03:00:12,C,FT
S,False,2021-02-15 11:00:11,,کارشناس ارشد توسعه‌دهنده Python,2021-04-08 03:00:12,C,FT
S,True,2021-02-15 09:20:17,,توسعه‌دهنده فول‌استک,2021-04-08 03:00:12,C,PR
S,True,2021-03-16 11:14:12,>12MT,توسعه‌دهندۀ PHP,2021-04-09 09:50:25,C,FT
J,False,2021-02-14 10:45:01,,برنامه‌نویس Front-end,2021-04-08 03:00:12,C,FT
S,False,2021-02-14 10:44:37,,Senior Back-end Developer (پایتون),2021-04-08 03:00:12,C,FT
J,False,2021-02-14 10:44:04,,توسعه‌دهنده Flutter ( فلاتر ),2021-04-08 03:00:12,C,FT
S,False,2021-02-14 10:43:33,<12MT,Full-Stack Developer,2021-04-08 03:00:12,C,FT
S,False,2021-02-14 10:42:49,<12MT,برنامه‌نویس بک اند node js,2021-04-08 03:00:12,C,FT
J,False,2021-02-14 10:41:54,<8MT,برنامه‌نویس پایتون (Python/Django),2021-04-08 03:00:12,C,FT
J,False,2021-02-14 10:40:40,,برنامه‌نویس Front-end / Angular,2021-04-08 03:00:12,C,FT
J,False,2021-02-14 10:38:18,,برنامه‌نویس Back-end) Java),2021-04-08 03:00:12,C,FT
J,True,2021-02-14 10:37:39,,مربی برنامه‌نویسی وب (دورکاری،پاره وقت),2021-04-08 03:00:12,C,PT
J,False,2020-12-14 18:12:28,,برنامه‌نویس وب آشنا به سی شارپ,2021-02-13 03:00:12,A,FT
J,False,2021-04-08 09:49:47,,برنامه‌نویس پایتون (Python),2021-05-19 03:00:10,C,FT
S,True,2021-06-20 18:21:09,,توسعه‌دهنده Front-end | NextJs,,PB,PT
J,False,2021-04-09 12:02:34,<6MT,توسعه‌دهنده Front-end,2021-05-20 03:00:11,C,FT
J,True,2021-03-03 16:55:24,,برنامه‌نویس ASP.NET Core,2021-04-21 03:00:11,C,FT
S,True,2021-06-09 13:00:37,>12MT,Penetration Testing Engineer,2021-06-23 07:47:53,C,PT
S,True,2021-04-19 13:43:19,,برنامه نویس PHP,2021-04-20 22:07:07,C,PT
J,False,2021-04-10 07:39:43,,برنامه‌نویس آشنا به elasticsearch,2021-05-21 03:00:11,C,FT
S,False,2021-03-03 15:59:48,,برنامه‌نویس PHP-Laravel full-stack,2021-04-21 03:00:11,C,FT
S,True,2021-04-06 20:28:55,,Back-end Developer (Node.js/NestJS),2021-05-18 03:00:11,C,PT
S,True,2021-03-03 14:06:28,<12MT,توسعه‌دهنده (Front-end (React,2021-04-21 03:00:11,C,PT
J,False,2021-03-15 16:26:22,,مدیر تیم برنامه‌نویسی,2021-04-08 12:33:29,A,FT
S,False,2020-06-20 15:41:04,<12MT,توسعه‌دهنده ارشد Java,2020-08-20 03:00:09,A,FT
J,False,2021-02-16 10:59:08,,توسعه‌دهنده Back-end (Laravel),2021-04-09 03:00:11,C,FT
J,True,2021-04-10 07:43:33,<6MT,Front-end ReactJS Developer,2021-04-19 17:20:59,C,PR
S,False,2021-03-03 12:33:27,,برنامه‌نویس PHP / Laravel,2021-04-21 03:00:11,C,FT
J,True,2021-04-06 15:23:01,,توسعه دهندی اندروید,2021-05-18 03:00:12,C,FT
S,False,2021-02-17 10:07:21,,Senior Back-end Developer-ASP.NET Core,2021-04-10 03:00:11,C,FT
J,True,2021-03-03 10:53:26,<6MT,توسعه‌دهنده وردپرس,2021-04-21 03:00:11,C,PT
J,False,2021-03-03 10:52:56,,برنامه‌نویس PHP / Laravel,2021-04-21 03:00:11,C,FT
S,False,2021-06-22 16:21:57,,(Senior Back-end Developer (Node.js,,PB,FT
S,False,2021-03-06 14:28:29,,مالک محصول product owner,2021-04-10 09:46:37,C,FT
S,False,2021-04-10 10:07:21,,مالک محصول product owner,2021-05-21 03:00:11,C,FT
J,False,2021-05-01 10:53:48,,برنامه‌نویس ربات با Python,2021-06-11 03:00:12,C,FT
J,False,2021-03-14 11:39:58,,کارشناس پشتیبانی,2021-04-30 03:00:11,C,FT
S,False,2021-05-30 14:06:19,,PHP (WordPress) Developer,2021-06-23 15:12:19,C,FT
J,False,2021-06-09 14:38:05,,طراح تجربه کاربری (UX),,PB,FT
S,True,2021-05-15 16:36:49,<8MT,برنامه‌نویس Xamarin,2021-06-25 03:00:12,C,FT
J,False,2021-06-20 18:20:43,<6MT,C++ Developer,,PB,FT
J,False,2021-04-06 15:21:35,,طراح UI/UX,2021-05-18 03:00:12,C,FT
M,True,2021-05-25 11:01:22,>12MT,Full-stack Web application Developer,,PB,FT
J,False,2021-04-11 10:50:52,<8MT,UX/UI Designer,2021-05-01 11:18:01,A,FT
I,True,2021-06-20 18:23:32,,Front-end,,PB,PT
S,False,2021-04-10 13:00:08,,Senior Python Developer,2021-05-21 03:00:11,C,FT
S,False,2021-06-09 13:03:16,,Senior Python Dev.,,PB,FT
S,True,2021-05-23 16:41:00,>12MT,برنامه‌نویس ارشد NET.,,PB,FT
S,False,2021-06-20 15:18:51,,توسعه‌دهنده ارشد Android,,PB,FT
S,False,2021-04-11 11:58:46,,برنامه‌نویس Node.js,2021-05-22 03:00:12,C,FT
S,False,2021-04-26 10:50:19,,Senior BI Developer,2021-06-06 03:00:13,C,FT
S,False,2020-09-28 11:27:31,,طراح UI/UX,2020-10-28 00:40:31,A,FT
S,False,2021-04-11 12:00:09,<6MT,توسعه‌دهنده اندروید,2021-04-21 12:38:22,C,PR
J,False,2021-04-11 12:01:08,,برنامه‌نویس Python,2021-05-22 03:00:12,C,FT
J,False,2021-02-27 15:02:23,,برنامه‌نویس وب (ASP.NET),2021-04-10 21:58:51,C,FT
J,True,2021-04-11 13:22:59,,توسعه‌دهنده Front-end,2021-04-11 14:23:29,C,FT
S,False,2020-09-18 23:28:51,,توسعه‌دهنده Back-end,2020-10-28 00:40:15,A,FT
S,False,2020-07-20 16:25:52,<3MT,برنامه‌نویس هوش مصنوعی,2020-09-07 00:05:50,A,FT
S,False,2021-04-11 12:00:44,,برنامه‌نویس Python,2021-05-22 03:00:12,C,FT
J,False,2021-06-09 13:01:59,,توسعه‌دهنده #C,,PB,PT
J,True,2021-01-26 13:37:22,<8MT,Data Engineer,2021-03-24 03:00:11,A,FT
J,False,2021-04-11 12:02:34,,Back-end Developer,2021-05-22 03:00:12,C,FT
J,False,2021-05-22 13:56:38,,PHP Back-end,,PB,FT
S,True,2021-04-11 15:42:06,,توسعه‌دهنده Java,2021-05-22 03:00:12,C,PR
S,True,2021-04-26 10:51:37,>12MT,Senior PHP Developer,2021-06-06 03:00:13,C,FT
S,False,2021-04-11 10:49:52,<12MT,توسعه‌دهنده Qt,2021-05-09 14:53:13,C,FT
J,True,2021-05-22 13:52:23,,برنامه‌نویسی بانک اطلاعاتی تحت وب,,PB,PT
I,True,2021-06-21 08:03:09,,کارآموز برنامه‌نویس جاوا,,PB,PT
S,True,2021-04-05 20:31:21,>12MT,توسعه‌دهنده بلاکچین,2021-04-15 13:42:47,C,FT
S,True,2021-05-02 14:58:27,,طراحی و مدیریت پروژه‌های نرم افزاری,2021-06-12 03:00:13,C,PT
J,True,2021-01-26 13:37:47,<8MT,Back-end Developer,2021-03-24 03:00:11,A,FT
J,False,2021-04-06 14:02:43,,برنامه‌نویس پایتون سمت سرور,2021-05-18 03:00:12,C,FT
S,False,2021-04-11 12:01:44,>12MT,برنامه‌نویس ارشد جاوا,2021-05-22 03:00:12,C,FT
S,False,2021-04-03 11:37:35,<12MT,Senior React Developer,2021-05-15 03:00:11,C,FT
S,True,2021-04-11 12:11:00,>12MT,blockchain pogramming,2021-04-15 10:01:41,C,PT
I,False,2021-04-06 12:36:03,,کارآموز برنامه‌نویسی تحت وب,2021-05-18 03:00:12,C,FT
J,True,2021-04-26 10:54:19,<6MT,برنامه‌نویس ویندوز #C و SQL Server,2021-06-06 03:00:13,C,FT
S,True,2021-06-09 14:37:15,,Senior Python/Django Developer,,PB,FT
S,False,2021-05-01 10:42:21,,مهندس قابلیت اطمینان سایت (SRE),2021-06-11 03:00:12,C,FT
J,False,2021-04-26 10:54:59,<12MT,توسعه‌دهنده React) Front-end),2021-06-06 03:00:13,C,FT
S,True,2021-05-15 16:37:47,,برنامه‌نویس Front-end,2021-06-25 03:00:12,C,FT
J,True,2021-05-23 16:41:14,<12MT,برنامه‌نویس Net.,,PB,FT
S,False,2021-05-22 13:52:53,,توسعه‌دهنده UI-UX,,PB,FT
S,False,2021-04-26 10:57:00,,کارشناس پشتیبانی فنی نرم‌افزار (SQL),2021-06-06 03:00:13,C,FT
J,False,2021-04-11 15:48:24,<6MT,کارشناس سخت‌افزار و زبان ماشین,2021-04-24 10:15:20,A,FT
S,False,2021-05-22 13:53:21,,توسعه‌دهنده Networking-Linux,,PB,FT
J,False,2021-04-12 10:01:03,,برنامه‌نویس Back-end (اصفهان),2021-05-23 03:00:11,C,FT
S,True,2021-06-09 14:38:19,,برنامه‌نویس وب,,PB,FT
J,True,2021-04-11 16:02:38,,توسعه‌دهنده Back-end,2021-05-22 03:00:12,C,FT
S,True,2021-05-02 17:55:32,,توسعه‌دهنده  React,2021-06-12 03:00:13,C,PT
S,True,2021-04-12 11:16:33,>12MT,WordPress Developer,2021-05-23 03:00:11,C,FT
J,True,2021-06-21 08:04:35,,کارآمور SOLIDITY,,PB,PT
S,True,2021-04-11 20:46:53,,کارشناس امنیت شبکه,2021-05-22 03:00:12,C,FT
J,False,2021-04-11 16:56:31,,برنامه‌نویس و توسعه‌دهنده لینوکس,2021-05-22 03:00:12,C,FT
J,False,2021-06-26 11:31:52,,طراح و برنامه‌نویس معاملات الگوریتمی,,PB,FT
J,True,2021-06-21 08:05:19,,طراح figma,,PB,PT
S,False,2021-02-20 17:47:05,<8MT,توسعه‌دهنده Fronend,2021-04-12 03:00:11,C,PR
S,False,2021-02-20 17:39:00,,توسعه‌دهنده Front-end,2021-04-12 03:00:11,C,FT
S,True,2021-02-20 14:32:49,,توسعه‌دهنده Front-end,2021-04-12 03:00:11,C,FT
J,False,2021-02-20 13:11:06,,Junior Android Developer,2021-04-12 03:00:11,C,FT
J,True,2021-04-06 11:52:15,,کارشناس تست نرم افزار,2021-05-18 03:00:12,C,FT
S,False,2021-02-20 13:04:18,,طراح UI/UX,2021-04-12 03:00:11,C,PT
S,True,2021-02-20 09:22:42,,توسعه‌دهنده فول استک,2021-04-12 03:00:11,C,PT
S,False,2021-02-20 09:21:39,<12MT,برنامه‌نویس سمت سرور (Back-end),2021-04-12 03:00:11,C,FT
J,False,2021-02-20 14:31:32,<6MT,برنامه‌نویس JavaScript,2021-04-12 03:00:11,C,FT
S,False,2021-02-20 08:47:44,<8MT,توسعه‌دهنده Front-end,2021-04-12 03:00:11,C,FT
I,False,2021-02-20 08:42:12,,کارآموز برنامه‌نویس PHP,2021-04-12 03:00:11,C,PT
S,False,2021-04-12 10:02:05,,Product Owner,2021-05-23 03:00:11,C,FT
M,True,2021-05-15 16:38:49,<12MT,طراحی اپلیکیشن ری اکت,2021-06-25 03:00:12,C,PR
I,True,2021-04-06 11:51:35,,مدیریت محتوا و SEO,2021-05-18 03:00:12,C,PT
J,True,2021-05-15 16:36:06,<8MT,Data Engineer,2021-06-25 03:00:12,C,FT
S,False,2021-03-28 13:25:51,>12MT,Full Stack Developer (senior & junior),2021-04-12 08:53:26,C,FT
J,False,2021-04-08 09:49:30,,برنامه‌نویس وب آشنا به سی شارپ,2021-05-19 03:00:10,A,FT
I,False,2021-05-01 10:49:48,,کارآموز Front-end,2021-06-11 03:00:12,C,FT
S,False,2020-01-11 14:52:42,,برنامه‌نویس وب,2020-03-12 03:00:05,A,FT
S,False,2021-02-27 09:38:15,,"Front-end Developer , ReactJS",2021-04-12 13:34:23,C,FT
S,False,2020-08-02 18:36:59,<12MT,برنامه‌نویس ارشد وب (Full-Stack),2020-10-02 03:00:10,A,FT
J,False,2021-04-12 14:26:20,<6MT,برنامه‌نویس PHP back_end,2021-05-23 03:00:11,C,FT
J,False,2021-04-12 14:27:33,,Fullstack برنامه نویس,2021-05-23 03:00:11,C,FT
S,False,2021-04-12 14:25:51,,توسعه‌دهنده SharePoint,2021-05-23 03:00:11,C,PR
S,False,2020-06-25 00:38:30,<12MT,برنامه‌نویس ارشد وب (ASP.NET MVC),2020-08-24 03:00:09,A,FT
J,True,2021-04-06 10:06:28,<6MT,برنامه‌نویس Front-end,2021-05-18 03:00:12,C,FT
J,False,2021-04-12 16:37:32,,برنامه‌نویس Laravel,2021-05-23 03:00:11,C,FT
J,True,2021-04-06 08:13:40,<12MT,برنامه‌نویس Net.,2021-05-18 03:00:12,A,FT
J,False,2021-04-12 13:16:48,,برنامه‌نویس ارشد وب (Full-Stack),2021-05-23 03:00:11,C,FT
S,True,2021-04-12 11:17:10,<12MT,توسعه‌دهنده Front-end ری اکت,2021-05-23 03:00:11,C,FT
S,True,2021-05-02 17:55:56,,توسعه‌دهنده  Django,2021-06-12 03:00:13,C,PT
J,True,2021-06-26 17:17:30,>12MT,توسعه‌دهنده Django,,PB,FT
S,True,2021-06-09 18:38:56,,Front-end Developer (React),,PB,FT
J,False,2021-06-26 11:32:11,,برنامه‌نویس آشنا به سی شارپ و دلفی,,PB,FT
J,True,2021-06-11 20:19:53,>12MT,کارشناس وردپرس,,PB,PT
S,False,2021-06-09 18:37:33,<12MT,Front-end Developer,,PB,FT
S,True,2021-06-09 18:39:13,,Senior Back-end Developer,,PB,FT
S,True,2021-05-02 17:56:26,,توسعه‌دهنده  Laravel,2021-06-12 03:00:13,C,PT
J,True,2021-06-10 17:08:45,,برنامه‌نویس لاراول (Laravel),,PB,FT
S,False,2021-06-09 13:00:12,,Scrum Master,,PB,FT
S,True,2021-04-12 17:46:40,>12MT,توسعه‌دهنده فرانت اند React,2021-05-23 03:00:11,C,PR
S,False,2021-02-21 18:28:51,,Back-end Developer,2021-04-13 03:00:11,C,FT
J,True,2021-06-02 13:11:36,,برنامه‌نویس Front-end (React),,PB,FT
J,False,2021-02-22 00:15:35,,DevOps Engineer,2021-04-13 03:00:11,C,FT
S,True,2021-05-22 09:44:21,,برنامه‌نویس Front-end) React),2021-06-12 12:06:48,C,FT
S,False,2021-02-21 17:37:33,>12MT,توسعه‌دهنده Front-end,2021-04-13 03:00:11,C,FT
S,False,2021-02-21 17:37:02,,توسعه‌دهنده Back-end,2021-04-13 03:00:11,C,FT
